Idea ID,Topic,Content type,Content pillar,Target audience,Hook,Core message,Suggested CTA,Language,Campaign,Status,Original source,Date,Duplicate or related idea,Notes
IDEA-018,Senior wellness check-up: what’s actually worth doing,Senior care,Blog,Seniors/caregivers,Which senior check-ups are actually useful?,Explain evidence-led assessment; package only after confirmation.,Book check-up,EN,General_Health_Awareness,NEEDS_REVIEW,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-019,How to choose a paediatrician for your child,Paediatrics,Blog,Parents,What should parents look for in a paediatrician?,"Credentials, communication and access.",Meet paediatrician,EN,Paediatric_Fever_and_Child_Health,NEEDS_REVIEW,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-020,"ENT problems in monsoon season: ear, throat, sinus",ENT,Blog,Families,Why do ENT problems rise in monsoon?,Common symptoms and when to consult.,Book ENT,EN,ENT_Allergy_Awareness,NEEDS_REVIEW,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-021,"Gastric issues: when it’s serious, when it’s not",Gastroenterology,Blog,Adults,When is stomach discomfort a warning sign?,General red flags and consultation guidance.,Book gastro,EN,General_Health_Awareness,NEEDS_REVIEW,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-022,Skin problems in Pune humidity: a dermatology guide,Dermatology,Blog,PCMC residents,Humidity and skin: what changes?,Practical skin-care guidance without treatment promises.,Book dermatology,EN,General_Health_Awareness,NEEDS_REVIEW,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-023,Family health insurance: what coverage actually matters,Insurance,Blog,Families,What should a family policy cover?,Neutral education; not financial advice.,View insurance information,EN,General_Health_Awareness,NEEDS_REVIEW,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-024,Behind the scenes: how Gore Hospital handles a 2 AM emergency,Emergency,Blog,Local families,What happens when an emergency arrives at 2 AM?,Show verified process and readiness.,Save emergency number,EN,24x7_Emergency_and_Trauma,NEEDS_REVIEW,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-025,Dr. Dattesh Gore on building a family hospital in Mamurdi,Founder,Blog,All ICPs,Why build a family hospital in Mamurdi?,Founder story; requires direct interview.,Speak to Dr. Gore,EN,General_Health_Awareness,NEEDS_REVIEW,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-026,Marathi-speaking healthcare: why language matters in care,Local/Marathi,Blog,Marathi elders/caregivers,Why language comfort matters in healthcare,"Dignity, comprehension and continuity.",Book in Marathi,EN,General_Health_Awareness,NEEDS_REVIEW,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-027,What corporate health check-ups in PCMC should include,B2B health,Blog,HR/companies,What makes a useful corporate check-up?,Evidence-led checklist; confirm B2B service scope.,Corporate enquiry,EN,General_Health_Awareness,NEEDS_REVIEW,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-028,Common surgeries we do — and how we explain them to families,Surgery,Blog,Families,What should families understand before surgery?,"Process and consent, only verified surgery scope.",Book surgical consult,EN,General_Health_Awareness,NEEDS_REVIEW,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-029,Festival season eating and your stomach: a survival guide,Seasonal/gastro,Blog,Families,Enjoy festival food without ignoring your stomach,Moderate practical advice.,Book physician,EN,General_Health_Awareness,NEEDS_REVIEW,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-030,What’s the difference between a multispeciality and a super-speciality hospital?,Hospital education,Blog,Local searchers,Multispeciality vs super-speciality: what changes for a family?,Clarify hospital roles and referral honesty.,Learn about Gore,EN,General_Health_Awareness,NEEDS_REVIEW,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-031,3 things every PCMC parent should keep in their first-aid box,Carousel,Family health,Parents,What belongs in a family first-aid box?,Simple preparedness; clinician check required.,Save and share,EN,ENT_Allergy_Awareness,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-032,Meet Dr. Dattesh Gore,Reel,Founder-led,All families,Meet the doctor behind your family’s hospital,Founder introduction in Marathi + English subtitles.,Book consultation,EN,General_Health_Awareness,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-033,What our ICU looks like at 3 AM,Reel,Trust/behind scenes,Families,What does readiness look like at 3 AM?,Real facility/process proof; only if scope confirmed.,Save emergency number,EN,General_Health_Awareness,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-034,When to bring your child to ER vs OPD,Carousel,Paediatrics,Parents,ER or OPD for your child?,Decision-support flowchart with red flags.,WhatsApp paediatric desk,EN,Paediatric_Fever_and_Child_Health,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-035,5 most-asked questions in our gynaecology OPD,Reel,Women’s health,Women/expectant families,Five questions patients ask most,Doctor-led answers.,Book gynaecology,EN,Womens_Health,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-036,Why your knee pain might not need surgery,Reel,Orthopaedics,Adults/seniors,Not every knee pain means surgery,"Consult-first, no outcome guarantees.",Book ortho,EN,Orthopaedic_Joint_Pain,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-037,Festival eating + acidity: 4 things to keep in mind,Static post,Seasonal/gastro,Families,Four festival-food habits your stomach may thank you for,Moderation and symptom red flags.,Consult physician,EN,General_Health_Awareness,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-038,डायबेटीसमध्ये काय खावे?,Reel,Chronic care/Marathi,Marathi families,डायबेटीसमध्ये काय खावे?,Doctor-led Marathi nutrition basics.,अपॉइंटमेंट बुक करा,MR/EN,General_Health_Awareness,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-039,24x7 emergency line — save this number,Static post,Emergency,Local families,Save the emergency number before you need it,Canonical number only after sign-off.,Save number,EN,24x7_Emergency_and_Trauma,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-040,What’s covered in our family check-up package,Carousel,Offer/package,Families,What does the family check-up include?,Only after package/pricing confirmation.,View package,EN,General_Health_Awareness,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-041,Dialysis at home distance vs hospital — pros and cons,Carousel,Nephrology,Caregivers,Dialysis options: what should families compare?,Neutral comparison and safety.,Consult nephrology,EN,Kidney_Health,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-042,How we follow up on day 7 and day 30 after every surgery,Reel,Trust/process,Surgical families,What happens after discharge?,Only publish if protocol is real and documented.,Ask about follow-up,EN,General_Health_Awareness,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-043,Reception team in Marathi/Hindi/English — language is comfort,Reel,Local/community,Marathi/Hindi families,Language is part of comfort,Real staff and verified language availability.,Visit hospital,EN,General_Health_Awareness,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-044,Cashless insurance: how it actually works at Gore Hospital,Carousel,Insurance,Insured families,"Cashless, step by step",Use real partner list only.,Contact insurance desk,EN,General_Health_Awareness,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-045,PCOS — what’s true and what’s not,Carousel,Women’s health,Women,PCOS: myth versus fact,Clinician-reviewed myth-busting; reject PMOS renaming claim.,Book gynaecology,EN,Womens_Health,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-046,Dr. Gore on why he built Gore Hospital in Mamurdi,Reel,Founder-led,All families,Why Mamurdi? Why a family hospital?,Founder origin story interview.,Speak to Dr. Gore,EN,General_Health_Awareness,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-047,Behind the scenes: our ambulance team,Reel,Emergency/trust,Local families,Meet the team ready to respond,Real team and verified availability.,Save emergency number,EN,24x7_Emergency_and_Trauma,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-048,Children’s vaccination calendar — save this,Carousel,Paediatrics,Parents,Save your child’s vaccination calendar,Use current national schedule after clinical review.,Book paediatrics,EN,Paediatric_Fever_and_Child_Health,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-049,Senior wellness: a quarterly check that matters,Static post,Senior care,Seniors/caregivers,A simple quarterly senior-health review,Package details require confirmation.,Book check-up,EN,General_Health_Awareness,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-050,Our doctors’ favourite patient stories,Carousel,Human stories,All families,Stories our doctors remember,"Anonymised, consented, no outcome exaggeration.",Read patient stories,EN,ENT_Allergy_Awareness,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-051,5 things every Mamurdi parent should know about child fever,Blog/Carousel,Local child health,Parents,Mamurdi parents: save these fever red flags,Hyperlocal parent guidance.,Book paediatrician,EN,ENT_Allergy_Awareness,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-052,"Monsoon health guide for PCMC families: dengue, viral, gastro",Blog/Carousel,Seasonal local,PCMC families,PCMC monsoon health guide,Seasonal prevention and escalation.,Book OPD,EN,General_Health_Awareness,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-053,Why Ravet’s growing population needs a 24x7 emergency near home,Article/Reel,Local emergency,Ravet families,Why local emergency access matters,"Community awareness, no fear marketing.",Save directions,EN,24x7_Emergency_and_Trauma,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-054,Family health camps in your society — how to organise one,Blog/Static,Community outreach,Housing societies,How to organise a useful society health camp,Process and partnership information.,Society enquiry,EN,General_Health_Awareness,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-055,Doctor interviews in Marathi for local YouTube reach,Video series,Founder/Marathi,Marathi-speaking families,आरोग्य विषय डॉक्टरांकडून सोप्या भाषेत,Recurring doctor-led local education.,Subscribe / book,MR/EN,General_Health_Awareness,UNUSED,Gore_Hospital_00_Strategic_Research.md,2026-05-24,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-056,When chest pain requires emergency care,Reel,Emergency & trauma,Adults/families,When is chest pain an emergency?,Clear action threshold; no remote diagnosis.,Call emergency,EN,24x7_Emergency_and_Trauma,UNUSED,Gore_Hospital_Digital_Competitive_Analysis.docx (File Library reference),2026-07-16,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-057,First steps after a road accident,Reel,Emergency & trauma,Drivers/families,What should you do first after a road accident?,Safe first response and emergency escalation.,Call emergency,EN,24x7_Emergency_and_Trauma,UNUSED,Gore_Hospital_Digital_Competitive_Analysis.docx (File Library reference),2026-07-16,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-058,Knee pain: when to consult an orthopaedic doctor,Reel,Orthopaedics,Adults/seniors,When should knee pain be checked?,Red flags and next step.,Book orthopaedics,EN,Orthopaedic_Joint_Pain,UNUSED,Gore_Hospital_Digital_Competitive_Analysis.docx (File Library reference),2026-07-16,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-059,Pregnancy warning signs that should not be ignored,Reel,Women’s health,Pregnant women/families,Pregnancy warning signs: seek care promptly,Clinician-reviewed urgent warning signs.,Call maternity desk,EN,Womens_Health,UNUSED,Gore_Hospital_Digital_Competitive_Analysis.docx (File Library reference),2026-07-16,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-060,Dengue symptoms that may require hospitalization,Reel,Family & critical care,Families,Which dengue symptoms need hospital evaluation?,Urgent red flags; source and seasonal update required.,Call hospital,EN,General_Health_Awareness,UNUSED,Gore_Hospital_Digital_Competitive_Analysis.docx (File Library reference),2026-07-16,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-061,"How to reach Gore Hospital from Ravet, Kiwale and Mamurdi",Reel,Local discovery,Local residents,"Fastest route from Ravet, Kiwale or Mamurdi","Real route, entrance, parking and landmark proof.",Get directions,EN,General_Health_Awareness,UNUSED,Gore_Hospital_Digital_Competitive_Analysis.docx (File Library reference),2026-07-16,,"Requires fact, clinical, compliance and approval checks before production."
IDEA-062,Promoting women’s health: new PMOS update,Historical Social-Creative,Womens_Health,Unspecified in accessible record,Promoting women’s health: new PMOS update,Historical generated/revision concept; full copy not always accessible.,Verify original asset,EN,Womens_Health,REJECTED,Gore Hospital Comprehensive Project Audit 2026-07-13,2026-05-15,See ASSET_INDEX.csv,Type/topic: Creative brief/asset / Women’s health. Iteration/decision: Requested “PCOS name changed to PMOS”. Audit disposition: Do not publish without authoritative medical verification. Original bytes are reference-only unless separately mounted.
IDEA-063,PCOS becomes PMOS: Women’s Health Update,Historical Creative-Revision,Womens_Health,Unspecified in accessible record,PCOS becomes PMOS: Women’s Health Update,Historical generated/revision concept; full copy not always accessible.,Verify original asset,EN,Womens_Health,REJECTED,Gore Hospital Comprehensive Project Audit 2026-07-13,2026-05-15,See ASSET_INDEX.csv,Type/topic: Revision / Women’s health. Iteration/decision: Made “Women’s Health Update” larger; removed consultation CTA. Audit disposition: High-risk claim; archive pending verification. Original bytes are reference-only unless separately mounted.
IDEA-064,Posture and joint care for desk jobs,Historical Social-Creative,Orthopaedic_Joint_Pain,Unspecified in accessible record,Posture and joint care for desk jobs,Historical generated/revision concept; full copy not always accessible.,Verify original asset,EN,Orthopaedic_Joint_Pain,NEEDS_REVIEW,Gore Hospital Comprehensive Project Audit 2026-07-13,2026-05-15,See ASSET_INDEX.csv,Type/topic: Creative brief/asset / Orthopaedics / desk workers. Iteration/decision: Four posture and movement tips. Audit disposition: Rebuild under current brand if retained. Original bytes are reference-only unless separately mounted.
IDEA-065,PCOS to PMOS: Women’s Health Update,Historical Creative-Revision,Womens_Health,Unspecified in accessible record,PCOS to PMOS: Women’s Health Update,Historical generated/revision concept; full copy not always accessible.,Verify original asset,EN,Womens_Health,REJECTED,Gore Hospital Comprehensive Project Audit 2026-07-13,2026-05-15,See ASSET_INDEX.csv,Type/topic: Revision / Women’s health. Iteration/decision: Requested a girl resembling reference image. Audit disposition: High-risk claim and likeness/reference governance review. Original bytes are reference-only unless separately mounted.
IDEA-066,Thyroid health awareness campaign,Historical Social-Creative,Endocrinology_Awareness,Unspecified in accessible record,Thyroid health awareness campaign,Historical generated/revision concept; full copy not always accessible.,Verify original asset,EN,Endocrinology_Awareness,NEEDS_REVIEW,Gore Hospital Comprehensive Project Audit 2026-07-13,2026-05-15,See ASSET_INDEX.csv,"Type/topic: Creative brief / Endocrinology. Iteration/decision: Symptoms, “1 in 10 Indians”, blood-test CTA. Audit disposition: Statistic source required. Original bytes are reference-only unless separately mounted."
IDEA-067,Thyroid awareness for a healthy life,Historical Social-Creative,Endocrinology_Awareness,Unspecified in accessible record,Thyroid awareness for a healthy life,Historical generated/revision concept; full copy not always accessible.,Verify original asset,EN,Endocrinology_Awareness,NEEDS_REVIEW,Gore Hospital Comprehensive Project Audit 2026-07-13,2026-05-15,See ASSET_INDEX.csv,Type/topic: Generated creative / Endocrinology. Iteration/decision: Gold/white layout with symptoms and test CTA. Audit disposition: Wrong/uncertain address text detected; rebuild. Original bytes are reference-only unless separately mounted.
IDEA-068,Thyroid health awareness and care guide,Historical Creative-Revision,Endocrinology_Awareness,Unspecified in accessible record,Thyroid health awareness and care guide,Historical generated/revision concept; full copy not always accessible.,Verify original asset,EN,Endocrinology_Awareness,NEEDS_REVIEW,Gore Hospital Comprehensive Project Audit 2026-07-13,2026-05-15,See ASSET_INDEX.csv,Type/topic: Revision instruction / Endocrinology. Iteration/decision: Remove Gudi and butterfly; simplify single address box. Audit disposition: Revision decision retained. Original bytes are reference-only unless separately mounted.
IDEA-069,Is your thyroid silently affecting health?,Historical Social-Creative,Endocrinology_Awareness,Unspecified in accessible record,Is your thyroid silently affecting health?,Historical generated/revision concept; full copy not always accessible.,Verify original asset,EN,Endocrinology_Awareness,NEEDS_REVIEW,Gore Hospital Comprehensive Project Audit 2026-07-13,2026-05-15,See ASSET_INDEX.csv,Type/topic: Creative brief/asset / Endocrinology. Iteration/decision: Simplified static post request. Audit disposition: Rebuild under current brand + source claim. Original bytes are reference-only unless separately mounted.
IDEA-070,Thyroid health awareness campaign,Historical Creative-Revision,Endocrinology_Awareness,Unspecified in accessible record,Thyroid health awareness campaign,Historical generated/revision concept; full copy not always accessible.,Verify original asset,EN,Endocrinology_Awareness,NEEDS_REVIEW,Gore Hospital Comprehensive Project Audit 2026-07-13,2026-05-15,See ASSET_INDEX.csv,Type/topic: Revision instruction / Endocrinology. Iteration/decision: Add canonical-looking address in gold box. Audit disposition: Contact/address must be checked against signed fact sheet. Original bytes are reference-only unless separately mounted.
IDEA-071,Your trusted family doctor awaits,Historical Social-Creative,Founder_Led_Trust,Unspecified in accessible record,Your trusted family doctor awaits,Historical generated/revision concept; full copy not always accessible.,Verify original asset,EN,Founder_Led_Trust,NEEDS_REVIEW,Gore Hospital Comprehensive Project Audit 2026-07-13,2026-05-15,See ASSET_INDEX.csv,Type/topic: Creative brief/asset / Family physician. Iteration/decision: Dr. Dattesh Gore and continuity-of-care benefits. Audit disposition: Strong strategic fit; use official logo/contact. Original bytes are reference-only unless separately mounted.
IDEA-072,Trusted care for your family,Historical Creative-Revision,Founder_Led_Trust,Unspecified in accessible record,Trusted care for your family,Historical generated/revision concept; full copy not always accessible.,Verify original asset,EN,Founder_Led_Trust,NEEDS_REVIEW,Gore Hospital Comprehensive Project Audit 2026-07-13,2026-05-15,See ASSET_INDEX.csv,Type/topic: Revision instruction / Family physician. Iteration/decision: Remove doctor photo and use a different visual. Audit disposition: Historical iteration. Original bytes are reference-only unless separately mounted.
IDEA-073,गोरे मल्टीस्पेशालिटी हॉस्पिटल प्रचार पोस्टर,Historical Social-Creative,Marathi_Mega_Surgery_Camp_2026,Unspecified in accessible record,गोरे मल्टीस्पेशालिटी हॉस्पिटल प्रचार पोस्टर,Historical generated/revision concept; full copy not always accessible.,Verify original asset,MR,Marathi_Mega_Surgery_Camp_2026,REJECTED,Gore Hospital Comprehensive Project Audit 2026-07-13,2026-05-15,See ASSET_INDEX.csv,Type/topic: Four-variant poster sheet / Marathi Mega Surgery Camp 2026. Iteration/decision: 15–31 May; 30% surgery and 90% radiology/lab discount claims. Audit disposition: Critical proof/compliance review; old phones/logo. Original bytes are reference-only unless separately mounted.
IDEA-074,Act FAST - Recognise stroke signs,Historical Social-Creative,24x7_Emergency_and_Trauma,Unspecified in accessible record,Act FAST - Recognise stroke signs,Historical generated/revision concept; full copy not always accessible.,Verify original asset,EN,24x7_Emergency_and_Trauma,NEEDS_REVIEW,Gore Hospital Comprehensive Project Audit 2026-07-13,2026-05-16,See ASSET_INDEX.csv,"Type/topic: Generated creative / Stroke awareness. Iteration/decision: FAST test, emergency CTA, Gudi/legacy footer elements. Audit disposition: Rebuild current brand; source stats; correct footer. Original bytes are reference-only unless separately mounted."
IDEA-075,Act FAST: Know stroke signs,Historical Creative-Revision,24x7_Emergency_and_Trauma,Unspecified in accessible record,Act FAST: Know stroke signs,Historical generated/revision concept; full copy not always accessible.,Verify original asset,EN,24x7_Emergency_and_Trauma,NEEDS_REVIEW,Gore Hospital Comprehensive Project Audit 2026-07-13,2026-05-16,See ASSET_INDEX.csv,Type/topic: Revision / Stroke awareness. Iteration/decision: Cleaner FAST layout and emergency number emphasis. Audit disposition: Rebuild current brand. Original bytes are reference-only unless separately mounted.
IDEA-076,Stroke awareness: FAST and act now,Historical Creative-Revision,24x7_Emergency_and_Trauma,Unspecified in accessible record,Stroke awareness: FAST and act now,Historical generated/revision concept; full copy not always accessible.,Verify original asset,EN,24x7_Emergency_and_Trauma,NEEDS_REVIEW,Gore Hospital Comprehensive Project Audit 2026-07-13,2026-05-16,See ASSET_INDEX.csv,Type/topic: Revision / Stroke awareness. Iteration/decision: Expanded symptoms and “every minute matters” line. Audit disposition: Clinical/source review. Original bytes are reference-only unless separately mounted.
IDEA-077,"A healthy smile, healthy you",Historical Social-Creative,Dental_Family_Care,Unspecified in accessible record,"A healthy smile, healthy you",Historical generated/revision concept; full copy not always accessible.,Verify original asset,EN,Dental_Family_Care,NEEDS_REVIEW,Gore Hospital Comprehensive Project Audit 2026-07-13,2026-05-16,See ASSET_INDEX.csv,Type/topic: Generated creative / Dental / family. Iteration/decision: Family photo and five tips. Audit disposition: Legacy logo/phones; current-template rebuild. Original bytes are reference-only unless separately mounted.
