Relative path,File name,Extension,Bytes,Modified UTC,SHA256
00_SOURCES/Original_Uploads/Millennium_Woods_03_Site_Extraction.md,Millennium_Woods_03_Site_Extraction.md,.md,15562,2026-07-17 04:06:08,9eb0560f1907eacab0d396c4861d5d452eb8293cd16899b86353421c33de6f27
00_SOURCES/Original_Uploads/Pasted text.txt,Pasted text.txt,.txt,20730,2026-07-17 04:06:08,44056c5764b24003ad670e20b14ab40514fa111c4a0c6b19a9dbd81a77d6d8bc
00_SOURCES/PROJECT_SUMMARY.md,PROJECT_SUMMARY.md,.md,3776,2026-07-17 04:10:56,646d9a48870ff599c5346bddbb397c99eead2f298d9afef403cc8e6b37b05fcb
00_SOURCES/Prompting_Guides/README.md,README.md,.md,319,2026-07-17 04:09:27,993fd95903b0eb73c7a72fc74f3bb6381d7b8338cbfc4d84e3d1d035d639e4e6
00_SOURCES/Research/FILE_LIBRARY_REFERENCE_Project_Audit_Report.md,FILE_LIBRARY_REFERENCE_Project_Audit_Report.md,.md,1133,2026-07-17 04:09:27,4e7f3372897c5352cd5e7419818878f35934184458b198414b7b1aca3dd7dd54
00_SOURCES/Research/README.md,README.md,.md,390,2026-07-17 04:09:27,77d59f826897509652f2ea4be8a92ae15acd5ef246e8d5ce401bfdf2066fdcee
00_SOURCES/SOURCE_INDEX.csv,SOURCE_INDEX.csv,.csv,6374,2026-07-17 04:09:01,4f0ddfa5e3aeba4ec8ab57ede4e1243280dd64655c9880809f7b401c1f902587
00_SOURCES/START_HERE.md,START_HERE.md,.md,3633,2026-07-17 04:31:05,9eece13e7404f11d70ac8ad1d8f5dc7dc37e7814f9a9f5a35cd5641e83a985f8
01_DESIGN/AI_Image_Prompting_Guide.md,AI_Image_Prompting_Guide.md,.md,4014,2026-07-17 04:12:24,b1d778ab2e3714c8019545e264d8dfdec95377431a88c0dc73fb8952f3e9ab0e
01_DESIGN/Approved_Design_References/README.md,README.md,.md,288,2026-07-17 04:12:24,5bfdd4d494b22a12630a6fb6291db3b5e27bd742a6c9c64d35ed1d13db67c52b
01_DESIGN/Brand_Quick_Reference.md,Brand_Quick_Reference.md,.md,2226,2026-07-17 04:12:24,adc8e0e0b125c3a59ca833af5b18d984649530449ce85784f9a4bebf06a28d9b
01_DESIGN/Client_Design_Preferences.md,Client_Design_Preferences.md,.md,1449,2026-07-17 04:12:24,e5e315af77a817c0a83b3f8e831de64d533d7cfaefdd92f79eedac5543c1d0d8
01_DESIGN/Colour_Palette.md,Colour_Palette.md,.md,1850,2026-07-17 04:12:24,0814048b6721ad98403da687281e0a45bf92c126fe1856b7a3c8661ffd176897
01_DESIGN/Full_Design_Guidelines.md,Full_Design_Guidelines.md,.md,5114,2026-07-17 04:12:24,a9e1ab640eafde27b783ac155f672c0d3abe49a7c9b8c97c96f74f8a246bb074
01_DESIGN/Legacy_Design_References/README.md,README.md,.md,259,2026-07-17 04:12:24,93563b49982cf9e8dd26189bb4ab7accf9474e0652933b6518753dfad513930a
01_DESIGN/Logo_Usage_Guide.md,Logo_Usage_Guide.md,.md,1683,2026-07-17 04:12:24,95c60600502fbcefaa92d830ac763a1674fe8f42751cf143e8ee57a35b2fabc5
01_DESIGN/Typography_Guide.md,Typography_Guide.md,.md,1102,2026-07-17 04:12:24,9c38f36fad19acca5db803ed7d4d619f5046bfe5f98a687595b5cebbd224366d
02_ASSETS/01_Logos/DATE-UNKNOWN_Millennium-Woods_Primary-Logo_English_MultiPlatform_1206x657_PENDING_CLIENT_v01.png,DATE-UNKNOWN_Millennium-Woods_Primary-Logo_English_MultiPlatform_1206x657_PENDING_CLIENT_v01.png,.png,248895,2026-07-17 04:06:08,0d10beaa292c88d7bdf98a3cbf76399f706455ada1a96fb624b1f35916b336b2
02_ASSETS/02_Approved_Posts/README.md,README.md,.md,61,2026-07-17 04:12:49,0dda698ebb705262b399727479acc9eb9b581c114c1e1a6fedb41a5def25c3a9
02_ASSETS/03_Approved_Images/README.md,README.md,.md,52,2026-07-17 04:12:49,d7919384b769ab41867b6f534727f9a5a3f67f858c318ecb0a3ac274b891828e
02_ASSETS/04_Doctor_Founder_Team_Photos/README.md,README.md,.md,192,2026-07-17 04:12:49,3a0bb74a40197c7b37685df043209f726eeec45159ff5dd956d8e94010da8026
02_ASSETS/05_Clinic_Office_Product_Photos/README.md,README.md,.md,194,2026-07-17 04:12:49,52ff261a83766790accf407903c0d4d1b286ae96d7e588fe0148c7d11652b33b
02_ASSETS/06_Raw_Videos/README.md,README.md,.md,49,2026-07-17 04:12:49,c925f873290619b45166abe609aa90815a97e15fd1dd456946e02d1e34996cce
02_ASSETS/07_Editable_Source_Files/README.md,README.md,.md,91,2026-07-17 04:12:49,7c2c20037ed6b69f13beaf66b5c037fa0c323603641fcde7d351ae2463ac67a0
02_ASSETS/08_Final_Exports/README.md,README.md,.md,64,2026-07-17 04:12:49,cc6642c15fc3ea05add3edba7bdb12426f3e2ffaac880620d160bd895223138f
02_ASSETS/09_Stock_And_Licences/README.md,README.md,.md,85,2026-07-17 04:12:49,33930b1b60206ca21a615b7ec152356f5bf06f37dae805731aa7e4d66bad118d
02_ASSETS/ASSET_INDEX.csv,ASSET_INDEX.csv,.csv,1455,2026-07-17 04:31:58,933b8cfaf5f2328beace7bc89864ecd57b9441612e04d44daa445fe8aba68065
02_ASSETS/MISSING_ASSETS.md,MISSING_ASSETS.md,.md,930,2026-07-17 04:12:49,30960d44c347d144efeed04fb8bedd65b930fadc641847054b166ae21b37a533
03_CONTENT/01_Scripts/2026-05-13_Millennium-Woods_Five-Reasons-to-Enroll_Reel-Script_English_Instagram_INCOMPLETE_v01.md,2026-05-13_Millennium-Woods_Five-Reasons-to-Enroll_Reel-Script_English_Instagram_INCOMPLETE_v01.md,.md,1858,2026-07-17 04:18:12,7ce625599bb177f8adb4c119d21e2db622238c5f757c884fabb4cfc29bb50fb3
03_CONTENT/01_Scripts/2026-05-13_Millennium-Woods_Preschool-Readiness_Reel-Script_English_Instagram_DRAFT_v01.md,2026-05-13_Millennium-Woods_Preschool-Readiness_Reel-Script_English_Instagram_DRAFT_v01.md,.md,3686,2026-07-17 04:18:12,3c7dbacbf139dc03ab653bbb135463a65a75ea23ebd06c0888d051e9232cc002
03_CONTENT/02_Captions/CAPTION_AND_COPY_FORMATS.md,CAPTION_AND_COPY_FORMATS.md,.md,2213,2026-07-17 04:20:09,ac16a01ba7b7df59d5590bc1e2d0fb80f64dbd5ec6901f26b1ab7a6ed1a197e8
03_CONTENT/02_Captions/CAPTION_INDEX.csv,CAPTION_INDEX.csv,.csv,1063,2026-07-17 04:20:44,16e8e01ecea0ab969b3021623598098b23b155208b176ca447f995d6180eb1e1
03_CONTENT/02_Captions/KEYWORD_AND_HASHTAG_REFERENCES.md,KEYWORD_AND_HASHTAG_REFERENCES.md,.md,1473,2026-07-17 04:28:50,bad1d8f7470c69028aadf46160b34d480e42e136ff782b92e992d3ba637d5a3d
03_CONTENT/02_Captions/RECOVERED_SOCIAL_CAPTIONS.md,RECOVERED_SOCIAL_CAPTIONS.md,.md,3497,2026-07-17 04:20:09,b2b82ac60dcf774969878814bc2489e6cd5dee27121ce8e1afa4168877f4601e
03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,CONTENT_IDEA_REGISTER.csv,.csv,25703,2026-07-17 04:17:30,44e6163dc14dab502aef9687ccbc40f3231dfce9909f57ecaa1d8ebf6d059d9b
03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.md,CONTENT_IDEA_REGISTER.md,.md,12872,2026-07-17 04:17:30,12fcd8411b60c022374c5d24343c02a814c19d2d99854ee9c8c9d150abfffa12
03_CONTENT/04_Hooks_And_Headlines/HOOK_HEADLINE_CTA_LIBRARY.md,HOOK_HEADLINE_CTA_LIBRARY.md,.md,1791,2026-07-17 04:20:09,74bfedd720339384c80361b8dcd6dbaa84a5114816a00b7da4ed24a2d34fed41
03_CONTENT/05_Carousel_Content/2026-06-01_Millennium-Woods_A-Day-at-School_Carousel-Copy_English_Instagram_DRAFT_v01.md,2026-06-01_Millennium-Woods_A-Day-at-School_Carousel-Copy_English_Instagram_DRAFT_v01.md,.md,8696,2026-07-17 04:20:09,d37a760df61bca12b05dc2da2d53b06fe0709135b6200dcbfd64218c81c43400
03_CONTENT/05_Carousel_Content/CAROUSEL_INDEX.csv,CAROUSEL_INDEX.csv,.csv,480,2026-07-17 04:20:44,e2041a3813a045650cfdd64e4d3c8c4f5bfef308113d333ccc9ac6fcd44ee45c
03_CONTENT/06_Static_Post_Content/2026-05-13_Millennium-Woods_Confidence-Development_Banner-Copy_English_Social_DRAFT_v01.md,2026-05-13_Millennium-Woods_Confidence-Development_Banner-Copy_English_Social_DRAFT_v01.md,.md,1892,2026-07-17 04:20:09,7531965a2d6f48f47e12c7b06707403981076372a9d2d1edd8325f0b48d26239
03_CONTENT/06_Static_Post_Content/README.md,README.md,.md,370,2026-07-17 04:20:09,09a731c4fdd4949aa4cafda27cc7a57dc2133bbe25d4816316e30365c212a7d5
03_CONTENT/07_Reel_And_Video_Concepts/REEL_AND_VIDEO_CONCEPT_LIBRARY.md,REEL_AND_VIDEO_CONCEPT_LIBRARY.md,.md,7449,2026-07-17 04:20:09,054b66e3f47124220a1a87b24335a0abd176acab2d5284d9288e371248e28e27
03_CONTENT/08_Ad_Copy/AD_COPY_AND_ANGLE_LIBRARY.md,AD_COPY_AND_ANGLE_LIBRARY.md,.md,2698,2026-07-17 04:20:09,6c6ba529eb07dba36c876e2b3d27dda15ef386ecea9a637fd465571963d619b4
03_CONTENT/09_Content_Calendar/CONTENT_CALENDAR_RECOVERY_AND_REBUILD.md,CONTENT_CALENDAR_RECOVERY_AND_REBUILD.md,.md,1706,2026-07-17 04:20:09,2c2d59999908e57cacbc09dce6b75d8d8a92f5948bb73c17a28069047cfa4091
03_CONTENT/10_Published_Content/README.md,README.md,.md,282,2026-07-17 04:20:09,ecfd14588748f63ae19fb786f616102cdc7ea0704a37237fd15bb2deb8cbf15a
03_CONTENT/11_Content_Performance/README.md,README.md,.md,301,2026-07-17 04:20:09,91aeeeb4a5ef9c0f76bff91c583b78b75c416cf82b63c968c7cc9b1e89167242
03_CONTENT/CONTENT_MASTER_INDEX.csv,CONTENT_MASTER_INDEX.csv,.csv,23927,2026-07-17 04:20:44,b7615adcdc543215fbb69b493fb2fe682125eddcb07c9b684d04c3b68569d026
03_CONTENT/README.md,README.md,.md,278,2026-07-17 04:31:21,d0298839cb4d876417a984d2520fc89e065a50bd10af4ffb57f8a43445aad564
03_CONTENT/SCRIPT_INDEX.csv,SCRIPT_INDEX.csv,.csv,1162,2026-07-17 04:18:12,a0f191f6cd4df07cbb75f80f02a9277a04f3c9d06f7933366321cd000ff64194
04_GMB/01_Posting_Guidelines/GMB_POSTING_GUIDELINES.md,GMB_POSTING_GUIDELINES.md,.md,2744,2026-07-17 04:21:38,eff6ddabe2df231b8bfd146e042ce484bfddc722a7ab772ea8f8dc88f2e636a7
04_GMB/02_GMB_Post_Ideas/GMB_POST_IDEA_REGISTER.csv,GMB_POST_IDEA_REGISTER.csv,.csv,2626,2026-07-17 04:21:38,73fcbdb11963881cdda7fe5c8ab860cf30fe603e4a22c89ab4e70cb0bf16a142
04_GMB/02_GMB_Post_Ideas/GMB_POST_IDEAS.md,GMB_POST_IDEAS.md,.md,3223,2026-07-17 04:21:38,0b622fdd9ad3f9c5b3afcf3ad0d6248660b39e1b051ef44e084db5f1566697b4
04_GMB/03_GMB_Post_Copy/NO_COMPLETE_GMB_POST_COPY_FOUND.md,NO_COMPLETE_GMB_POST_COPY_FOUND.md,.md,617,2026-07-17 04:21:38,f15bc9bc72cc83ca05453d44d8edbfe1ce6cea46939e46eb5a368c1ef4233528
04_GMB/04_GMB_Images/README.md,README.md,.md,370,2026-07-17 04:21:38,bb7c884ac94719244f65a44a0256ee42955dd90b37330d351210dc4015d3fc07
04_GMB/05_Published_Posts/README.md,README.md,.md,106,2026-07-17 04:21:38,f8fb561ea80a09ae81d07051763b0e659aab1c291e9755a601290ee46ea5e353
04_GMB/06_Review_Responses/INTERNAL_REVIEW_RESPONSE_TEMPLATES.md,INTERNAL_REVIEW_RESPONSE_TEMPLATES.md,.md,1542,2026-07-17 04:21:38,b86a8857714ef3626cf0d3d9491e895f4c87b00ed1214f979b909e25e91fd421
04_GMB/07_QA_Content/GMB_QA_DRAFT_QUESTION_BANK.md,GMB_QA_DRAFT_QUESTION_BANK.md,.md,1377,2026-07-17 04:21:38,1e0150a1cb437edafa6632851356c1339f73db6c4b7ad3509f5652678fc1ffe7
04_GMB/08_GMB_Performance/README.md,README.md,.md,259,2026-07-17 04:21:38,48bd79b38d139f404d857eaa89a3d62c1c86ab3a014080b04b2a9a4560b2b8f8
04_GMB/GMB_CONTENT_INDEX.csv,GMB_CONTENT_INDEX.csv,.csv,2266,2026-07-17 04:21:38,615f94b35cf0b37631e71d4ccb89352359b3a24ee8205146ce7144061d88937c
04_GMB/README.md,README.md,.md,269,2026-07-17 04:31:21,38e26cc92e848ac0aea1e2b3b242a1ae6caafb47893adc4b7b4f90db798972a0
05_CAMPAIGNS/Campaign_01_Admissions-and-School-Tours/Ad_Copy/REFERENCES.md,REFERENCES.md,.md,134,2026-07-17 04:23:36,ea447945ae5c32cdf5cb1d8b1a6f2788daef93b4d2a38b9f459330ee13d29807
05_CAMPAIGNS/Campaign_01_Admissions-and-School-Tours/Approvals/APPROVAL_STATUS.md,APPROVAL_STATUS.md,.md,322,2026-07-17 04:23:36,61450632f35a7313f9c684c8828e1adfb7728304e2c5f35960632779813fc404
05_CAMPAIGNS/Campaign_01_Admissions-and-School-Tours/Brief/CAMP001_Admissions-and-School-Tours_Campaign_Brief.md,CAMP001_Admissions-and-School-Tours_Campaign_Brief.md,.md,2801,2026-07-17 04:23:36,be9c48b9c35dc0cc82c0f2d1cd08ed126e529f9c77f31bf7914784f8d2958224
05_CAMPAIGNS/Campaign_01_Admissions-and-School-Tours/Captions/REFERENCES.md,REFERENCES.md,.md,159,2026-07-17 04:23:36,dd410d8857c77c267400f5c5f8b1def5566b83072abee3e4b3bbdd4b29d6f2e9
05_CAMPAIGNS/Campaign_01_Admissions-and-School-Tours/Creatives/ASSET_STATUS.md,ASSET_STATUS.md,.md,405,2026-07-17 04:23:36,ec34d500288e14f1477559fddc9817c5216662d196f1384613314dd6d8879012
05_CAMPAIGNS/Campaign_01_Admissions-and-School-Tours/Landing_Page/LANDING_PAGE_STATUS.md,LANDING_PAGE_STATUS.md,.md,374,2026-07-17 04:23:36,e5a18eb14bf17a7b77c85c1578b524ff455e652866a1bff0425bb49e77aecf3e
05_CAMPAIGNS/Campaign_01_Admissions-and-School-Tours/Performance/PERFORMANCE_STATUS.md,PERFORMANCE_STATUS.md,.md,278,2026-07-17 04:23:36,8a71a1a484c05fc8157d752ba17a4bbfb6054f0abe2d80b59f15fa7042f01b84
05_CAMPAIGNS/Campaign_01_Admissions-and-School-Tours/Research/RESEARCH_SUMMARY.md,RESEARCH_SUMMARY.md,.md,825,2026-07-17 04:23:36,4d50c85bd42403292bceef6ad4c91e926751ceec6405d4ea29254a361c758cbe
05_CAMPAIGNS/Campaign_01_Admissions-and-School-Tours/Scripts/REFERENCES.md,REFERENCES.md,.md,174,2026-07-17 04:23:36,b7cc83b8dddfd774ef7937d6bd7cc70d31fa2ee32f1d185e39c2e241a6e7fa2c
05_CAMPAIGNS/Campaign_02_Day-Care-for-Working-Parents/Ad_Copy/REFERENCES.md,REFERENCES.md,.md,120,2026-07-17 04:23:36,c7e82a91d2e14313789826c8055c0359ef53b922d55527903d6a63390bf7d8cb
05_CAMPAIGNS/Campaign_02_Day-Care-for-Working-Parents/Approvals/APPROVAL_STATUS.md,APPROVAL_STATUS.md,.md,323,2026-07-17 04:23:36,455d6d210e619532e90721480493ddb43f0ab9ca73e23a0fb431899519f0646f
05_CAMPAIGNS/Campaign_02_Day-Care-for-Working-Parents/Brief/CAMP002_Day-Care-for-Working-Parents_Campaign_Brief.md,CAMP002_Day-Care-for-Working-Parents_Campaign_Brief.md,.md,2428,2026-07-17 04:23:36,98bd80471d00b8766dea9be40230c4358f777fd9a34c4aa58f214ea9c804c9f0
05_CAMPAIGNS/Campaign_02_Day-Care-for-Working-Parents/Captions/REFERENCES.md,REFERENCES.md,.md,154,2026-07-17 04:23:36,14d1ef960d6993ec30e78b38484d3a8013a95d69e94a10732fa7f5a76de43e47
05_CAMPAIGNS/Campaign_02_Day-Care-for-Working-Parents/Creatives/ASSET_STATUS.md,ASSET_STATUS.md,.md,398,2026-07-17 04:23:36,0e9af47b1488fcdd9afb3bff73ff2448151e2b92d222bbaa75c74f645e3934df
05_CAMPAIGNS/Campaign_02_Day-Care-for-Working-Parents/Landing_Page/LANDING_PAGE_STATUS.md,LANDING_PAGE_STATUS.md,.md,366,2026-07-17 04:23:36,8d9c2974e65fa5654d71f8e58728d8e28737edbbebb89a52fea2b21c51f33934
05_CAMPAIGNS/Campaign_02_Day-Care-for-Working-Parents/Performance/PERFORMANCE_STATUS.md,PERFORMANCE_STATUS.md,.md,279,2026-07-17 04:23:36,01992e2ee0e184a384184ade29c76080c62853186d929e44a58381ddd67459c7
05_CAMPAIGNS/Campaign_02_Day-Care-for-Working-Parents/Research/RESEARCH_SUMMARY.md,RESEARCH_SUMMARY.md,.md,671,2026-07-17 04:23:36,742bf0fae5f15aab5072aee45c2a99d3ed42c164d986ba8232a18e40ce53d2bd
05_CAMPAIGNS/Campaign_02_Day-Care-for-Working-Parents/Scripts/REFERENCES.md,REFERENCES.md,.md,152,2026-07-17 04:23:36,9146c1bb547be40029535a863518b0f94d4bbd63c47f96b669142bc34a9edc1d
05_CAMPAIGNS/Campaign_03_Parent-Trust-and-Safety/Ad_Copy/REFERENCES.md,REFERENCES.md,.md,139,2026-07-17 04:23:36,c751e0996489e2e342e25e557e51640189938ff5a06b939d59eb8b32edbbc8f8
05_CAMPAIGNS/Campaign_03_Parent-Trust-and-Safety/Approvals/APPROVAL_STATUS.md,APPROVAL_STATUS.md,.md,318,2026-07-17 04:23:36,b75fd3e601ab2477efd90897e5747749a4c7d715873434688ba412dc501fdafc
05_CAMPAIGNS/Campaign_03_Parent-Trust-and-Safety/Brief/CAMP003_Parent-Trust-and-Safety_Campaign_Brief.md,CAMP003_Parent-Trust-and-Safety_Campaign_Brief.md,.md,2415,2026-07-17 04:23:36,cbf2d7f20a6b47ab72dd685f30e78e417fb9dffe2a9e2af357ef3c11f5d484f2
05_CAMPAIGNS/Campaign_03_Parent-Trust-and-Safety/Captions/REFERENCES.md,REFERENCES.md,.md,160,2026-07-17 04:23:36,98a9b12cf84b394cf391c93a23cb8b177065e6d45ce4341a0af1cea6b4bfccb7
05_CAMPAIGNS/Campaign_03_Parent-Trust-and-Safety/Creatives/ASSET_STATUS.md,ASSET_STATUS.md,.md,399,2026-07-17 04:23:36,e4e49f6f17cf6df2b1bac13fb06b14c29edeffd9681dad16ff7e77eefa08da21
05_CAMPAIGNS/Campaign_03_Parent-Trust-and-Safety/Landing_Page/LANDING_PAGE_STATUS.md,LANDING_PAGE_STATUS.md,.md,359,2026-07-17 04:23:36,9a3f3d8a8a4fa785bcb322e9748837a30d124f31900989909d300345b86af89a
05_CAMPAIGNS/Campaign_03_Parent-Trust-and-Safety/Performance/PERFORMANCE_STATUS.md,PERFORMANCE_STATUS.md,.md,274,2026-07-17 04:23:36,6d1ea47534b20a367ca564de27aea7312aa84a3de0050691d6ce87bb1e40df91
05_CAMPAIGNS/Campaign_03_Parent-Trust-and-Safety/Research/RESEARCH_SUMMARY.md,RESEARCH_SUMMARY.md,.md,647,2026-07-17 04:23:36,a62fa4f1bc118ad8a454a48aeb1d69e54566de80cda1ea244a4b00d21824cc7d
05_CAMPAIGNS/Campaign_03_Parent-Trust-and-Safety/Scripts/REFERENCES.md,REFERENCES.md,.md,150,2026-07-17 04:23:36,cfe87cac49274f17b63d4bdca6c363c8e7a354957e485b82ed17c8814d08dbc8
05_CAMPAIGNS/Campaign_04_Confidence-Development/Ad_Copy/REFERENCES.md,REFERENCES.md,.md,112,2026-07-17 04:23:36,47f79b32d89d7f45b09ed20635a49666d649b7c3bf220d7153054ff51a061096
05_CAMPAIGNS/Campaign_04_Confidence-Development/Approvals/APPROVAL_STATUS.md,APPROVAL_STATUS.md,.md,317,2026-07-17 04:23:36,120f0f2ea85ef620e1242473f17ba69036fefc60b83734b36bd2faa9f8a9db35
05_CAMPAIGNS/Campaign_04_Confidence-Development/Brief/CAMP004_Confidence-Development_Campaign_Brief.md,CAMP004_Confidence-Development_Campaign_Brief.md,.md,2396,2026-07-17 04:23:36,621213a47322c244ec6293c19a266c231008b981af67c9ac9c4e21ada715b5bf
05_CAMPAIGNS/Campaign_04_Confidence-Development/Captions/REFERENCES.md,REFERENCES.md,.md,172,2026-07-17 04:23:36,72e5bd6a1149486aa9e5b3ba8632441818af52bf44c3feb50e99cde171b6d8a6
05_CAMPAIGNS/Campaign_04_Confidence-Development/Creatives/ASSET_STATUS.md,ASSET_STATUS.md,.md,382,2026-07-17 04:23:36,db52a94773915477859f1239e39017d0b731951c14d87802fd06387a7509b873
05_CAMPAIGNS/Campaign_04_Confidence-Development/Landing_Page/LANDING_PAGE_STATUS.md,LANDING_PAGE_STATUS.md,.md,341,2026-07-17 04:23:36,1cda87b15e4d4d2754d3d66208b05894a608b71e50dbebc345ead4c76f60a5b2
05_CAMPAIGNS/Campaign_04_Confidence-Development/Performance/PERFORMANCE_STATUS.md,PERFORMANCE_STATUS.md,.md,273,2026-07-17 04:23:36,282a31a0cc3fe77a32392744ac7434b1c9f22e209debebfcff46a00270ad09cf
05_CAMPAIGNS/Campaign_04_Confidence-Development/Research/RESEARCH_SUMMARY.md,RESEARCH_SUMMARY.md,.md,672,2026-07-17 04:23:36,ba9943184b1c9be73267b00fb148285b2c19b3a5ec532464e78a3eb124a83db1
05_CAMPAIGNS/Campaign_04_Confidence-Development/Scripts/REFERENCES.md,REFERENCES.md,.md,169,2026-07-17 04:23:36,7e76809d04808f9827beefaaa9fb49611d572737d501009c9f08d947b3dac514
05_CAMPAIGNS/Campaign_05_A-Day-at-Millennium-Woods/Ad_Copy/REFERENCES.md,REFERENCES.md,.md,103,2026-07-17 04:23:36,832dd053975e9826bd485d0f64222af3bea35d68a2abad5088acfad9f92b5b10
05_CAMPAIGNS/Campaign_05_A-Day-at-Millennium-Woods/Approvals/APPROVAL_STATUS.md,APPROVAL_STATUS.md,.md,316,2026-07-17 04:23:36,5653f4560daa33547a57a3ce8cc59d37d48469af3a90215d7449be2d237fe899
05_CAMPAIGNS/Campaign_05_A-Day-at-Millennium-Woods/Brief/CAMP005_A-Day-at-Millennium-Woods_Campaign_Brief.md,CAMP005_A-Day-at-Millennium-Woods_Campaign_Brief.md,.md,2291,2026-07-17 04:23:36,f28dc3568a254489bfcf85b6df41566cdf20fca773673068bc5cbb9d969f00fc
05_CAMPAIGNS/Campaign_05_A-Day-at-Millennium-Woods/Captions/REFERENCES.md,REFERENCES.md,.md,147,2026-07-17 04:23:36,c8bad9d95f3e9c9b68a6e3aee345d2488908247c39e3508de70e5a3e38ed4caf
05_CAMPAIGNS/Campaign_05_A-Day-at-Millennium-Woods/Creatives/ASSET_STATUS.md,ASSET_STATUS.md,.md,419,2026-07-17 04:23:36,dea4b5695b2f4377db6cf481ce38a4d4f49092d7e25503bf893dede8b646dede
05_CAMPAIGNS/Campaign_05_A-Day-at-Millennium-Woods/Landing_Page/LANDING_PAGE_STATUS.md,LANDING_PAGE_STATUS.md,.md,303,2026-07-17 04:23:36,b05f7906c49c3fd05fce7b6993a30e501e4f1d31bf0458e573fb3c607659ea6d
05_CAMPAIGNS/Campaign_05_A-Day-at-Millennium-Woods/Performance/PERFORMANCE_STATUS.md,PERFORMANCE_STATUS.md,.md,276,2026-07-17 04:23:36,fde79166450b250ea2c2b1bbf43501501e66671bd16ec26d6f1409b3790cae42
05_CAMPAIGNS/Campaign_05_A-Day-at-Millennium-Woods/Research/RESEARCH_SUMMARY.md,RESEARCH_SUMMARY.md,.md,627,2026-07-17 04:23:36,79a73c3b7f2e0af6f22ca0f1ad82f759899dc33be0ffd654263d5dcc86276f2f
05_CAMPAIGNS/Campaign_05_A-Day-at-Millennium-Woods/Scripts/REFERENCES.md,REFERENCES.md,.md,162,2026-07-17 04:23:36,36ee0e3f38ba0eccd5ad03d1ab962f7ef9ef9c4bd8c81fa6f5e178529f4432c3
05_CAMPAIGNS/Campaign_06_Preschool-Readiness/Ad_Copy/REFERENCES.md,REFERENCES.md,.md,107,2026-07-17 04:23:36,a15a2d4a0413a3142d2ddcc8d83c88d872b73a98c3c18c2eb8f67d3b3c6068c9
05_CAMPAIGNS/Campaign_06_Preschool-Readiness/Approvals/APPROVAL_STATUS.md,APPROVAL_STATUS.md,.md,314,2026-07-17 04:23:36,91490afa355e91fe4e0454cf66af3cff436fe6e584b2e3a638b11f4674ddee40
05_CAMPAIGNS/Campaign_06_Preschool-Readiness/Brief/CAMP006_Preschool-Readiness_Campaign_Brief.md,CAMP006_Preschool-Readiness_Campaign_Brief.md,.md,2097,2026-07-17 04:23:36,2da8bb3a4f5a232009bc7e7a8ef15dccefc9936f7287624964925cae0663ede7
