Content ID,Title,Topic,Content type,Language,Platform,Campaign,Status,Approval source,Published date,Original source,Destination folder,Notes
IDEA009,School Tour in 30 Seconds,Admissions,Content idea — Reels,English,Instagram/Facebook,CAMP001 — Admissions and School Tours,UNUSED,None,,Website conversion recommendations,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Use real school footage and verified areas only.
IDEA010,Admissions Open — Current Session,Admissions,Content idea — Static posts,English,Instagram/Facebook/WhatsApp,CAMP001 — Admissions and School Tours,DRAFT,None,,"Legacy prompt example, corrected by May 28 guide",03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Session and age bands must be confirmed.
IDEA011,Where Little Minds Blossom,Brand warmth,Content idea — Static posts,English,Instagram/Facebook/WhatsApp,CAMP003 — Parent Trust and Safety,DRAFT,None,,AI Prompting Guide example,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Brand line exists on website.
IDEA012,A Safe Space for Your Child's First Steps,Safety,Content idea — Static posts,English,Instagram/Facebook/WhatsApp,CAMP003 — Parent Trust and Safety,DRAFT,None,,Legacy prompt example,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,CCTV/hygiene claims require approval.
IDEA013,"Watch Your Child Speak, Perform & Shine — Banner",Confidence,Content idea — Static posts,English,Instagram/Facebook/WhatsApp,CAMP004 — Confidence Development,USED,None,,"Exact recovered banner copy, 2026-05-13",03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Scarcity line must be removed unless verified.
IDEA014,Tiny Steps Today. Big Dreams Tomorrow.,Admissions,Content idea — Static posts,English,Instagram/Facebook/WhatsApp,CAMP001 — Admissions and School Tours,USED,None,,"Exact prior caption, 2026-05-25",03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Program range and claims need fact check.
IDEA015,The First Years Build the Person Your Child Becomes,Early development,Content idea — Static posts,English,Instagram/Facebook/WhatsApp,CAMP004 — Confidence Development,USED,None,,"Exact prior caption, 2026-07-01",03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,No publication evidence.
IDEA016,Day Care Program Spotlight,Day care,Content idea — Static posts,English,Instagram/Facebook/WhatsApp,CAMP002 — Day Care for Working Parents,UNUSED,None,,Strategic Research / website program,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Age/hours conflict.
IDEA017,Play Group Program Spotlight,Program,Content idea — Static posts,English,Instagram/Facebook/WhatsApp,CAMP001 — Admissions and School Tours,UNUSED,None,,Website programs,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Age band must be confirmed.
IDEA018,Nursery Program Spotlight,Program,Content idea — Static posts,English,Instagram/Facebook/WhatsApp,CAMP001 — Admissions and School Tours,UNUSED,None,,Website programs,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Age band must be confirmed.
IDEA019,Junior and Senior KG Spotlight,Program,Content idea — Static posts,English,Instagram/Facebook/WhatsApp,CAMP001 — Admissions and School Tours,UNUSED,None,,Website programs,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Age bands and outcomes require approval.
IDEA020,Enrichment Spotlight — Sign Language,Enrichment,Content idea — Static posts,English,Instagram/Facebook/WhatsApp,CAMP008 — Future-Ready Enrichment,UNUSED,None,,Website enrichment list,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Confirm active delivery.
IDEA021,Enrichment Spotlight — Everyday Math,Enrichment,Content idea — Static posts,English,Instagram/Facebook/WhatsApp,CAMP008 — Future-Ready Enrichment,UNUSED,None,,Website enrichment list,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Confirm active delivery and avoid achievement guarantees.
IDEA022,Enrichment Spotlight — Art and Movement,Enrichment,Content idea — Static posts,English,Instagram/Facebook/WhatsApp,CAMP008 — Future-Ready Enrichment,UNUSED,None,,Website enrichment list,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Confirm active delivery.
IDEA023,A Day at Millennium Woods Preschool,School experience,Content idea — Carousels,English,Instagram/Facebook,CAMP005 — A Day at Millennium Woods,USED,None,,June 1 carousel production document,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Publication hold; times and operational claims unverified.
IDEA024,Why Activity-Based Learning Works,Play-based learning,Content idea — Carousels,English,Instagram/Facebook,CAMP007 — Activity-Based Learning,DRAFT,None,,Legacy prompting example,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Claims should use supportive language.
IDEA025,How to Choose a Preschool,Parent education,Content idea — Carousels,English,Instagram/Facebook,CAMP003 — Parent Trust and Safety,UNUSED,None,,Strategic Research blog/content cluster,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not self-declare “best”.
IDEA026,School-Readiness Milestones,School readiness,Content idea — Carousels,English,Instagram/Facebook,CAMP006 — Preschool Readiness,UNUSED,None,,Strategic Research / readiness reel,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Educational, not diagnostic."
IDEA027,Play-Based Learning Explained,Parent education,Content idea — Carousels,English,Instagram/Facebook,CAMP007 — Activity-Based Learning,UNUSED,None,,Strategic Research content cluster,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Avoid absolute no-worksheet claims.
IDEA028,Day-Care Safety Checklist for Working Parents,Day care trust,Content idea — Carousels,English,Instagram/Facebook,CAMP002 — Day Care for Working Parents,UNUSED,None,,Strategic Research / buyer psychology,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not claim unverified school practices.
IDEA029,Why Teacher–Child Ratio Matters,Trust and learning,Content idea — Carousels,English,Instagram/Facebook,CAMP003 — Parent Trust and Safety,UNUSED,None,,Strategic Research blog cluster,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not publish 1:10 until approved.
IDEA030,What Your Child Learns Beyond ABC,Holistic development,Content idea — Carousels,English,Instagram/Facebook,CAMP004 — Confidence Development,DRAFT,None,,Legacy design hook library,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Outcome wording must remain non-guaranteed.
IDEA031,Programs and Age Guide,Admissions,Content idea — Carousels,English,Instagram/Facebook,CAMP001 — Admissions and School Tours,NEEDS_REVIEW,None,,Website program contradiction,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Blocked until current age/DOB matrix is approved.
IDEA032,Preschool Readiness Poll,Engagement,Content idea — Stories,English,Instagram/Facebook,CAMP006 — Preschool Readiness,UNUSED,None,,Readiness reel,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,No diagnostic framing.
IDEA033,Parent Worry Question Sticker,Engagement,Content idea — Stories,English,Instagram/Facebook,CAMP003 — Parent Trust and Safety,UNUSED,None,,Buyer psychology / first-time parent ICP,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Moderate private replies safely.
IDEA034,Teacher Introduction,Trust,Content idea — Stories,English,Instagram/Facebook,CAMP003 — Parent Trust and Safety,UNUSED,None,,Strategic Research trust levers,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Names, qualifications and photo consent missing."
IDEA035,Activity of the Day,Behind the scenes,Content idea — Stories,English,Instagram/Facebook,CAMP007 — Activity-Based Learning,UNUSED,None,,Social pillar: behind-the-scenes,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Use consented imagery.
IDEA036,School-Tour Q&A,Conversion,Content idea — Stories,English,Instagram/Facebook,CAMP001 — Admissions and School Tours,UNUSED,None,,Website CTA and FAQ strategy,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,NAP and schedule pending.
IDEA037,Parent Testimonial Quote,Social proof,Content idea — Stories,English,Instagram/Facebook,CAMP003 — Parent Trust and Safety,UNUSED,None,,Strategic Research trust content,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Need source, permission and no edited meaning."
IDEA038,Festival or Community Greeting,Community,Content idea — Stories,English,Instagram/Facebook,CAMP003 — Parent Trust and Safety,DRAFT,None,,AI prompt guides,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,No loud template or religious overloading.
IDEA039,Day Care Service Update,Service post,Content idea — GMB,English,Google Business Profile,CAMP002 — Day Care for Working Parents,UNUSED,None,,Strategic Research local SEO priorities,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,No address until NAP is locked.
IDEA040,Preschool Programs Overview,Service post,Content idea — GMB,English,Google Business Profile,CAMP001 — Admissions and School Tours,NEEDS_REVIEW,None,,Website programs,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Blocked by age conflict.
IDEA041,Book a School Tour,Update post,Content idea — GMB,English,Google Business Profile,CAMP001 — Admissions and School Tours,UNUSED,None,,Hero offer / website CTA,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not use no-appointment claim.
IDEA042,Safety Questions to Ask on a Visit,Awareness post,Content idea — GMB,English,Google Business Profile,CAMP003 — Parent Trust and Safety,UNUSED,None,,Buyer psychology / GMB guidance,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Helpful and non-spammy.
IDEA043,Enrichment Program Spotlight,Service post,Content idea — GMB,English,Google Business Profile,CAMP008 — Future-Ready Enrichment,UNUSED,None,,Website enrichment list,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Confirm program delivery.
IDEA044,Working-Parent Day-Care Tip,Local awareness,Content idea — GMB,English,Google Business Profile,CAMP002 — Day Care for Working Parents,UNUSED,None,,Strategic Research ICP,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Keep local and useful.
IDEA045,Real Classroom Photo Update,Photo update,Content idea — GMB,English,Google Business Profile,CAMP003 — Parent Trust and Safety,UNUSED,None,,GMB/photo recommendations,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,No governed photo library found.
IDEA046,"Business Q&A — Ages, Hours and Tour Process",Q&A,Content idea — GMB,English,Google Business Profile,CAMP009 — Local SEO and GBP Reputation,NEEDS_REVIEW,None,,Site FAQ and contradictions,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Do not answer until age, hours and tour policy are locked."
IDEA047,How to Choose a Preschool,Parent education,Content idea — Blogs,English,Website,CAMP003 — Parent Trust and Safety,UNUSED,None,,Strategic Research content cluster,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Localize after NAP approval.
IDEA048,School-Readiness Milestones,Parent education,Content idea — Blogs,English,Website,CAMP006 — Preschool Readiness,UNUSED,None,,Strategic Research content cluster,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Avoid rigid age claims.
IDEA049,Play-Based Learning Explained,Education,Content idea — Blogs,English,Website,CAMP007 — Activity-Based Learning,UNUSED,None,,Strategic Research content cluster,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Evidence/source review recommended.
IDEA050,Day-Care Safety Guide,Trust,Content idea — Blogs,English,Website,CAMP002 — Day Care for Working Parents,UNUSED,None,,Strategic Research content cluster,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,General education; school claims separately verified.
IDEA051,Simple Learning Activities at Home,Parent value,Content idea — Blogs,English,Website,CAMP007 — Activity-Based Learning,UNUSED,None,,Strategic Research content cluster,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Avoid implying replacement for professional advice.
IDEA052,Why Teacher–Child Ratio Matters,Trust,Content idea — Blogs,English,Website,CAMP003 — Parent Trust and Safety,UNUSED,None,,Strategic Research content cluster,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not state 1:10 until approved.
IDEA053,Best Learning Toys — Legacy Refresh,Parent value,Content idea — Blogs,English,Website,CAMP007 — Activity-Based Learning,UNUSED,None,,Website blog teaser,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Use “best” as editorial wording only after quality review; avoid self-superlative.
IDEA054,Choosing a Child-Care or Learning Centre — Legacy Refresh,Parent education,Content idea — Blogs,English,Website,CAMP003 — Parent Trust and Safety,UNUSED,None,,Website blog teasers,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Avoid duplicate/thin content.
IDEA055,Trust-Led Preschool Near Wakad,Admissions,Content idea — Ads,English,Meta/Google,CAMP001 — Admissions and School Tours,DRAFT,None,,Strategic Research ad angles,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Canonical locality and claims required.
IDEA056,Day Care Near Hinjewadi,Day care,Content idea — Ads,English,Meta/Google,CAMP002 — Day Care for Working Parents,DRAFT,None,,Strategic Research ad angles,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Travel-time wording needs verification.
IDEA057,Parent Voice / Testimonial,Trust,Content idea — Ads,English,Meta/Google,CAMP003 — Parent Trust and Safety,UNUSED,None,,Strategic Research ad angle,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,No approved testimonial assets found.
IDEA058,Future-Ready Enrichment,Premium positioning,Content idea — Ads,English,Meta/Google,CAMP008 — Future-Ready Enrichment,UNUSED,None,,Strategic Research ad angle,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,No exaggerated technology claims.
IDEA059,Admissions Season,Admissions,Content idea — Ads,English,Meta/Google,CAMP001 — Admissions and School Tours,NEEDS_REVIEW,None,,Strategic Research ad angle / prior captions,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,No unverified “limited seats”.
IDEA060,New to Wakad / Relocating Family,Local discovery,Content idea — Ads,English,Meta/Google,CAMP009 — Local SEO and GBP Reputation,UNUSED,None,,Relocating-family ICP,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Address/map must be canonical.
IDEA061,Admissions and School Tours,Conversion,Content idea — Campaigns,English,Multi-platform,CAMP001 — Admissions and School Tours,DRAFT,None,,Strategy / website CTA,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Active priority; facts pending.
IDEA062,Day Care for Working Parents,Conversion,Content idea — Campaigns,English,Multi-platform,CAMP002 — Day Care for Working Parents,DRAFT,None,,Strategic Research,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Program/hours pending.
IDEA063,Parent Trust and Safety,Consideration,Content idea — Campaigns,English,Multi-platform,CAMP003 — Parent Trust and Safety,DRAFT,None,,Strategic Research,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Needs claims register and real assets.
IDEA064,Confidence Development,Awareness/consideration,Content idea — Campaigns,English,Multi-platform,CAMP004 — Confidence Development,USED,None,,Recovered banner campaign,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,No guaranteed transformation.
IDEA065,A Day at Millennium Woods,Consideration,Content idea — Campaigns,English,Multi-platform,CAMP005 — A Day at Millennium Woods,USED,None,,June carousel,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Publication hold.
IDEA066,Preschool Readiness,Awareness,Content idea — Campaigns,English,Multi-platform,CAMP006 — Preschool Readiness,USED,None,,May 13 reel,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Not diagnostic.
IDEA067,Activity-Based Learning,Education,Content idea — Campaigns,English,Multi-platform,CAMP007 — Activity-Based Learning,DRAFT,None,,Strategy and prompt examples,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Curriculum claims need review.
IDEA068,Future-Ready Enrichment,Premium consideration,Content idea — Campaigns,English,Multi-platform,CAMP008 — Future-Ready Enrichment,DRAFT,None,,Strategic Research,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Program proof needed.
IDEA069,Local SEO and GBP Reputation,Local discovery,Content idea — Campaigns,English,Multi-platform,CAMP009 — Local SEO and GBP Reputation,UNUSED,None,,Strategic Research local SEO,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Blocked by NAP and GBP access.
IDEA070,Real School Tour Walkthrough,Facility trust,Content idea — Video concepts,English,Instagram/Facebook/Website/YouTube,CAMP001 — Admissions and School Tours,UNUSED,None,,Website conversion recommendations,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,No facility footage found.
IDEA071,Meet the Principal or Founder,Authority,Content idea — Video concepts,English,Instagram/Facebook/Website/YouTube,CAMP003 — Parent Trust and Safety,UNUSED,None,,Strategic Research trust levers / empty message-from-desk,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"No name, bio or photo found."
IDEA072,Meet the Teachers,People and care,Content idea — Video concepts,English,Instagram/Facebook/Website/YouTube,CAMP003 — Parent Trust and Safety,UNUSED,None,,Strategic Research trust levers,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Consent and staff details required.
IDEA073,A Day from Arrival to Pick-Up,School experience,Content idea — Video concepts,English,Instagram/Facebook/Website/YouTube,CAMP005 — A Day at Millennium Woods,DRAFT,None,,June carousel concept,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Times/process require approval.
IDEA074,Enrichment Demonstration Montage,Future-ready learning,Content idea — Video concepts,English,Instagram/Facebook/Website/YouTube,CAMP008 — Future-Ready Enrichment,UNUSED,None,,Website enrichment list,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Confirm active programs.
IDEA075,Safety and Parent Communication Explainer,Trust,Content idea — Video concepts,English,Instagram/Facebook/Website/YouTube,CAMP003 — Parent Trust and Safety,UNUSED,None,,Website safety copy / buyer psychology,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Claims register required.
