Content ID,Title,Topic,Content type,Language,Platform,Campaign,Status,Approval source,Published date,Original source,Destination folder,Notes
CNT-016,Wakad pollution and respiratory health,Wakad pollution and respiratory health,Blog,English; Marathi adaptation,Website,SEO and Education,UNUSED,None recovered,,SRC-002 Strategic Research,03_CONTENT/03_Content_Ideas,Clinician approval required.
CNT-017,Living with diabetes: daily structure,Living with diabetes: daily structure,Blog,English; Marathi adaptation,Website,SEO and Education,UNUSED,None recovered,,SRC-002 Strategic Research,03_CONTENT/03_Content_Ideas,Clinician approval required.
CNT-018,How to monitor BP correctly at home,How to monitor BP correctly at home,Blog,English; Marathi adaptation,Website,SEO and Education,UNUSED,None recovered,,SRC-002 Strategic Research,03_CONTENT/03_Content_Ideas,Clinician approval required.
CNT-019,After stroke: rehabilitation expectations,After stroke: rehabilitation expectations,Blog,English; Marathi adaptation,Website,SEO and Education,UNUSED,None recovered,,SRC-002 Strategic Research,03_CONTENT/03_Content_Ideas,Clinician approval required.
CNT-020,COPD in Pune winters,COPD in Pune winters,Blog,English; Marathi adaptation,Website,SEO and Education,UNUSED,None recovered,,SRC-002 Strategic Research,03_CONTENT/03_Content_Ideas,Clinician approval required.
CNT-021,Thyroid 101: understand your report,Thyroid 101: understand your report,Blog,English; Marathi adaptation,Website,SEO and Education,UNUSED,None recovered,,SRC-002 Strategic Research,03_CONTENT/03_Content_Ideas,Clinician approval required.
CNT-022,Choosing a multispeciality hospital: seven checks,Choosing a multispeciality hospital: seven checks,Blog,English; Marathi adaptation,Website,SEO and Education,UNUSED,None recovered,,SRC-002 Strategic Research,03_CONTENT/03_Content_Ideas,Clinician approval required.
CNT-023,Cashless admission step by step,Cashless admission step by step,Blog,English; Marathi adaptation,Website,SEO and Education,UNUSED,None recovered,,SRC-002 Strategic Research,03_CONTENT/03_Content_Ideas,Clinician approval required.
CNT-024,Understanding an ICU bill,Understanding an ICU bill,Blog,English; Marathi adaptation,Website,SEO and Education,UNUSED,None recovered,,SRC-002 Strategic Research,03_CONTENT/03_Content_Ideas,Clinician approval required.
CNT-025,Before surgery: five questions,Before surgery: five questions,Blog,English; Marathi adaptation,Website,SEO and Education,UNUSED,None recovered,,SRC-002 Strategic Research,03_CONTENT/03_Content_Ideas,Clinician approval required.
CNT-026,Admission checklist for elderly parents,Admission checklist for elderly parents,Blog,English; Marathi adaptation,Website,SEO and Education,UNUSED,None recovered,,SRC-002 Strategic Research,03_CONTENT/03_Content_Ideas,Clinician approval required.
CNT-027,A day in the NRS ICU,A day in the NRS ICU,Blog,English; Marathi adaptation,Website,SEO and Education,UNUSED,None recovered,,SRC-002 Strategic Research,03_CONTENT/03_Content_Ideas,Clinician approval required.
CNT-028,Dr. Survase's professional journey,Dr. Survase's professional journey,Blog,English; Marathi adaptation,Website,SEO and Education,UNUSED,None recovered,,SRC-002 Strategic Research,03_CONTENT/03_Content_Ideas,Clinician approval required.
CNT-029,Why nurses are the heart of care,Why nurses are the heart of care,Blog,English; Marathi adaptation,Website,SEO and Education,UNUSED,None recovered,,SRC-002 Strategic Research,03_CONTENT/03_Content_Ideas,Clinician approval required.
CNT-030,How the golden hour for stroke is handled,How the golden hour for stroke is handled,Blog,English; Marathi adaptation,Website,SEO and Education,UNUSED,None recovered,,SRC-002 Strategic Research,03_CONTENT/03_Content_Ideas,Clinician approval required.
CNT-031,60-second stroke FAST explainer,60-second stroke FAST explainer,Reel,English/Hindi/Marathi,Instagram/Reels; YouTube Shorts,Doctor-Led Video Programme,UNUSED,None recovered,,SRC-002 + SRC-005,03_CONTENT/07_Reel_And_Video_Concepts,No complete script/shoot plan recovered.
CNT-032,60-second child-fever red flags,60-second child-fever red flags,Reel,English/Hindi/Marathi,Instagram/Reels; YouTube Shorts,Doctor-Led Video Programme,UNUSED,None recovered,,SRC-002 + SRC-005,03_CONTENT/07_Reel_And_Video_Concepts,No complete script/shoot plan recovered.
CNT-033,Dr. Survase explains diabetes monitoring,Dr. Survase explains diabetes monitoring,Reel,English/Hindi/Marathi,Instagram/Reels; YouTube Shorts,Doctor-Led Video Programme,UNUSED,None recovered,,SRC-002 + SRC-005,03_CONTENT/07_Reel_And_Video_Concepts,No complete script/shoot plan recovered.
CNT-034,Five diabetes myths,Five diabetes myths,Reel,English/Hindi/Marathi,Instagram/Reels; YouTube Shorts,Doctor-Led Video Programme,UNUSED,None recovered,,SRC-002 + SRC-005,03_CONTENT/07_Reel_And_Video_Concepts,No complete script/shoot plan recovered.
CNT-035,BP medicines and kidneys myth,BP medicines and kidneys myth,Reel,English/Hindi/Marathi,Instagram/Reels; YouTube Shorts,Doctor-Led Video Programme,UNUSED,None recovered,,SRC-002 + SRC-005,03_CONTENT/07_Reel_And_Video_Concepts,No complete script/shoot plan recovered.
CNT-036,Chest pain at midnight — what to do,Chest pain at midnight — what to do,Reel,English/Hindi/Marathi,Instagram/Reels; YouTube Shorts,Doctor-Led Video Programme,UNUSED,None recovered,,SRC-002 + SRC-005,03_CONTENT/07_Reel_And_Video_Concepts,No complete script/shoot plan recovered.
CNT-037,Hinjewadi night-shift health reset,Hinjewadi night-shift health reset,Reel,English/Hindi/Marathi,Instagram/Reels; YouTube Shorts,Doctor-Led Video Programme,UNUSED,None recovered,,SRC-002 + SRC-005,03_CONTENT/07_Reel_And_Video_Concepts,No complete script/shoot plan recovered.
CNT-038,Monsoon dengue warning signs,Monsoon dengue warning signs,Reel,English/Hindi/Marathi,Instagram/Reels; YouTube Shorts,Doctor-Led Video Programme,UNUSED,None recovered,,SRC-002 + SRC-005,03_CONTENT/07_Reel_And_Video_Concepts,No complete script/shoot plan recovered.
CNT-039,When stomach pain should not wait,When stomach pain should not wait,Reel,English/Hindi/Marathi,Instagram/Reels; YouTube Shorts,Doctor-Led Video Programme,UNUSED,None recovered,,SRC-002 + SRC-005,03_CONTENT/07_Reel_And_Video_Concepts,No complete script/shoot plan recovered.
CNT-040,Continuity-of-care story,Continuity-of-care story,Reel,English/Hindi/Marathi,Instagram/Reels; YouTube Shorts,Doctor-Led Video Programme,UNUSED,None recovered,,SRC-002 + SRC-005,03_CONTENT/07_Reel_And_Video_Concepts,No complete script/shoot plan recovered.
CNT-041,One-minute cashless admission explainer,One-minute cashless admission explainer,Reel,English/Hindi/Marathi,Instagram/Reels; YouTube Shorts,Doctor-Led Video Programme,UNUSED,None recovered,,SRC-002 + SRC-005,03_CONTENT/07_Reel_And_Video_Concepts,No complete script/shoot plan recovered.
CNT-042,Festival first-aid reminder,Festival first-aid reminder,Reel,English/Hindi/Marathi,Instagram/Reels; YouTube Shorts,Doctor-Led Video Programme,UNUSED,None recovered,,SRC-002 + SRC-005,03_CONTENT/07_Reel_And_Video_Concepts,No complete script/shoot plan recovered.
CNT-043,IT lifestyle and obesity risk,IT lifestyle and obesity risk,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,USED,None recovered,,SRC-013,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-044,Obesity is more than weight,Obesity is more than weight,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,USED,None recovered,,SRC-013,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-045,Chhatrapati Sambhaji Maharaj Jayanti tribute,Chhatrapati Sambhaji Maharaj Jayanti tribute,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,USED,None recovered,,SRC-013,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-046,Nurses Day appreciation,Nurses Day appreciation,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,USED,None recovered,,SRC-013,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-047,Mother's Day family-care greeting,Mother's Day family-care greeting,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,USED,None recovered,,SRC-013,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-048,Breathlessness and weight,Breathlessness and weight,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,USED,None recovered,,SRC-013,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-049,42°C heat alert,42°C heat alert,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,USED,None recovered,,SRC-013,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-050,Obesity warning post,Obesity warning post,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,USED,None recovered,,SRC-013,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-051,Night-shift wellness tips,Night-shift wellness tips,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,USED,None recovered,,SRC-013,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-052,Health consultation — attention not delay,Health consultation — attention not delay,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,USED,None recovered,,SRC-016,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-053,New consultant introduction,New consultant introduction,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,UNUSED,None recovered,,SRC-004/SRC-005,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-054,New service announcement,New service announcement,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,UNUSED,None recovered,,SRC-004/SRC-005,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-055,Cashless network update,Cashless network update,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,UNUSED,None recovered,,SRC-002/SRC-005,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-056,24×7 emergency awareness,24×7 emergency awareness,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,UNUSED,None recovered,,SRC-005,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-057,Doctor profile authority card,Doctor profile authority card,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,UNUSED,None recovered,,SRC-002/SRC-004,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-058,Community first-aid training announcement,Community first-aid training announcement,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,UNUSED,None recovered,,SRC-002,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-059,Hospital directions card,Hospital directions card,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,UNUSED,None recovered,,SRC-002/SRC-006,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-060,Educational disclaimer card,Educational disclaimer card,Static Post,English/Marathi as applicable,Instagram/Facebook,Medical Awareness / Brand,UNUSED,None recovered,,SRC-004/SRC-005,03_CONTENT/06_Static_Post_Content,"USED means present in draft creative, not published/approved."
CNT-061,"Work stress, sleep and weight — NRS Wellness","Work stress, sleep and weight — NRS Wellness",Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,"Work stress, sleep and weight — NRS Wellness",USED,None recovered,,SRC-012,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-062,Obesity: understanding risks,Obesity: understanding risks,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,Obesity: understanding risks,USED,None recovered,,SRC-015,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-063,Five signs of stroke,Five signs of stroke,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,Five signs of stroke,UNUSED,None recovered,,SRC-003/SRC-005,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-064,Five dengue signs,Five dengue signs,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,Five dengue signs,UNUSED,None recovered,,SRC-002,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-065,Cashless admission step by step,Cashless admission step by step,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,Cashless admission step by step,UNUSED,None recovered,,SRC-002,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-066,Before surgery: five questions,Before surgery: five questions,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,Before surgery: five questions,UNUSED,None recovered,,SRC-002,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-067,Child fever: monitor vs urgent care,Child fever: monitor vs urgent care,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,Child fever: monitor vs urgent care,UNUSED,None recovered,,SRC-002,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-068,Hypertension home-monitoring checklist,Hypertension home-monitoring checklist,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,Hypertension home-monitoring checklist,UNUSED,None recovered,,SRC-002,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-069,Senior admission checklist,Senior admission checklist,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,Senior admission checklist,UNUSED,None recovered,,SRC-002,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-070,Pune monsoon family health calendar,Pune monsoon family health calendar,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,Pune monsoon family health calendar,UNUSED,None recovered,,SRC-002,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-071,Developer health checks at 30,Developer health checks at 30,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,Developer health checks at 30,UNUSED,None recovered,,SRC-002,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-072,NRS patient journey,NRS patient journey,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,NRS patient journey,UNUSED,None recovered,,SRC-002/SRC-006,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-073,Inside ICU — no patient shown,Inside ICU — no patient shown,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,Inside ICU — no patient shown,UNUSED,None recovered,,SRC-005,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-074,Anonymous patient story,Anonymous patient story,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,Anonymous patient story,UNUSED,None recovered,,SRC-005,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-075,Ganpati health-safety guide,Ganpati health-safety guide,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,Ganpati health-safety guide,UNUSED,None recovered,,SRC-005,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-076,Diabetes daily structure,Diabetes daily structure,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,Diabetes daily structure,UNUSED,None recovered,,SRC-002/SRC-005,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-077,Hospital-selection checklist,Hospital-selection checklist,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,Hospital-selection checklist,UNUSED,None recovered,,SRC-002,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-078,Meet the NRS care team,Meet the NRS care team,Carousel,English; Marathi/Hindi where relevant,Instagram/Facebook,Meet the NRS care team,UNUSED,None recovered,,SRC-002,03_CONTENT/05_Carousel_Content,No carousel is proven approved/published.
CNT-079,24×7 emergency service update,24×7 emergency service update,GMB,English; Marathi/Hindi where relevant,Google Business Profile,24×7 Emergency and Local Visibility,UNUSED,None recovered,,SRC-002/SRC-007,04_GMB/02_GMB_Post_Ideas,"GBP copy must be local, helpful and moderately branded."
CNT-080,Internal medicine consultation availability,Internal medicine consultation availability,GMB,English; Marathi/Hindi where relevant,Google Business Profile,Doctor-Led Family Hospital,UNUSED,None recovered,,SRC-002/SRC-007,04_GMB/02_GMB_Post_Ideas,Do not use doctor superlatives.
CNT-081,Monsoon dengue awareness,Monsoon dengue awareness,GMB,English; Marathi/Hindi where relevant,Google Business Profile,Monsoon Health PCMC,UNUSED,None recovered,,SRC-002/SRC-007,04_GMB/02_GMB_Post_Ideas,Use 4:3 image and short overlay.
CNT-082,Child fever guidance,Child fever guidance,GMB,English; Marathi/Hindi where relevant,Google Business Profile,Monsoon Health PCMC,UNUSED,None recovered,,SRC-002/SRC-007,04_GMB/02_GMB_Post_Ideas,No guaranteed relief.
CNT-083,Cashless desk information,Cashless desk information,GMB,English,Google Business Profile,Cashless and Insurance Clarity,UNUSED,None recovered,,SRC-002/SRC-007,04_GMB/02_GMB_Post_Ideas,Do not imply universal or guaranteed claim approval.
CNT-084,Community first-aid event,Community first-aid event,GMB,English; Marathi/Hindi where relevant,Google Business Profile,Doctor-Led Family Hospital,UNUSED,None recovered,,SRC-002/SRC-007,04_GMB/02_GMB_Post_Ideas,Event idea; no event date is confirmed.
CNT-085,New consultant or service update,New consultant or service update,GMB,English; Marathi/Hindi where relevant,Google Business Profile,Doctor-Led Family Hospital,UNUSED,None recovered,,SRC-005/SRC-007,04_GMB/02_GMB_Post_Ideas,Template only; no current consultant launch is confirmed.
CNT-086,Hospital access and directions,Hospital access and directions,GMB,English; Marathi/Hindi where relevant,Google Business Profile,24×7 Emergency and Local Visibility,UNUSED,None recovered,,SRC-002/SRC-006/SRC-007,04_GMB/02_GMB_Post_Ideas,Address/floor conflict must be resolved first.
CNT-087,Senior-care checklist,Senior-care checklist,GMB,English; Marathi/Hindi where relevant,Google Business Profile,Doctor-Led Family Hospital,UNUSED,None recovered,,SRC-002/SRC-007,04_GMB/02_GMB_Post_Ideas,"Helpful local update, not a sales ad."
CNT-088,Festival safety reminder,Festival safety reminder,GMB,Marathi; English,Google Business Profile,Medical Awareness and Occasions,UNUSED,None recovered,,SRC-002/SRC-005/SRC-007,04_GMB/02_GMB_Post_Ideas,"Use culturally accurate, non-tokenised visuals."
CNT-089,Chest pain at midnight in Wakad,Chest pain at midnight in Wakad,Ad,English; Hindi/Marathi variants,Meta/Google as specified,24×7 Emergency and Local Visibility,UNUSED,None recovered,,SRC-002,03_CONTENT/08_Ad_Copy,Distance/time claim must be verified; do not guarantee outcome.
CNT-090,Meet Dr. Survase — internal medicine,Meet Dr. Survase — internal medicine,Ad,English; Marathi/Hindi variants,Meta/Google as specified,Doctor-Led Family Hospital,UNUSED,None recovered,,SRC-002,03_CONTENT/08_Ad_Copy,Brand-face willingness and exact credential wording pending.
CNT-091,Inside the NRS ICU,Inside the NRS ICU,Ad,English,Meta/Google as specified,24×7 Emergency and Local Visibility,UNUSED,None recovered,,SRC-002/SRC-005,03_CONTENT/08_Ad_Copy,Facility scope and photo rights pending.
CNT-092,Cashless network at NRS Hospital,Cashless network at NRS Hospital,Ad,English,Meta/Google as specified,Cashless and Insurance Clarity,UNUSED,None recovered,,SRC-002/SRC-005,03_CONTENT/08_Ad_Copy,Blocked until TPA list is supplied.
CNT-093,First ten minutes of a suspected stroke,First ten minutes of a suspected stroke,Ad,English; Marathi/Hindi variants,Meta/Google as specified,24×7 Emergency and Local Visibility,UNUSED,None recovered,,SRC-002,03_CONTENT/08_Ad_Copy,Clinician review required.
CNT-094,Monsoon dengue family guide,Monsoon dengue family guide,Ad,English; Marathi/Hindi variants,Meta/Google as specified,Monsoon Health PCMC,UNUSED,None recovered,,SRC-002,03_CONTENT/08_Ad_Copy,No local case-count claim without current source.
CNT-095,One hospital for your whole family,One hospital for your whole family,Ad,English; Marathi variants,Meta/Google as specified,Doctor-Led Family Hospital,UNUSED,None recovered,,SRC-002,03_CONTENT/08_Ad_Copy,Service roster must be verified.
CNT-096,Dr. Survase founder journey,Dr. Survase founder journey,Ad,English; Marathi variants,Meta/Google as specified,Doctor-Led Family Hospital,UNUSED,None recovered,,SRC-002,03_CONTENT/08_Ad_Copy,Founder status/timeline pending.
CNT-097,NRS Hospital brand-search defence,NRS Hospital brand-search defence,Ad,English,Meta/Google as specified,24×7 Emergency and Local Visibility,UNUSED,None recovered,,SRC-002,03_CONTENT/08_Ad_Copy,Blocked until canonical NAP/canonical URL confirmed.
CNT-098,Emergency-intent search campaign,Emergency-intent search campaign,Ad,English,Meta/Google as specified,24×7 Emergency and Local Visibility,UNUSED,None recovered,,SRC-002,03_CONTENT/08_Ad_Copy,Do not target “best” in ad copy; landing-page compliance fixes required.
CNT-099,Specialty-intent search campaign,Specialty-intent search campaign,Ad,English,Meta/Google as specified,Doctor-Led Family Hospital,UNUSED,None recovered,,SRC-002,03_CONTENT/08_Ad_Copy,Do not use restricted-condition cure language.
CNT-100,"Your Health Deserves Attention, Not Delay","Your Health Deserves Attention, Not Delay",Ad,English,Meta/Google as specified,Health Consultation,USED,None recovered,,SRC-016,03_CONTENT/08_Ad_Copy,Draft creative exists; phone/email/tagline conflict blocks publication.
CNT-101,"NRS Wellness — stress, weight and mind-body","NRS Wellness — stress, weight and mind-body",Campaign,English,Multi-channel,"NRS Wellness — Stress, Weight and Mind-Body",USED,None recovered,,SRC-012/SRC-014,05_CAMPAIGNS,"High-risk: unsupported 25% statistic, unverified service/doctor and legacy phone."
CNT-102,Obesity awareness and consultation,Obesity awareness and consultation,Campaign,English,Multi-channel,Obesity Awareness and Consultation,USED,None recovered,,SRC-013/SRC-015,05_CAMPAIGNS,Legacy risk language and NAP require clinical/brand review.
CNT-103,Medical awareness and occasions,Medical awareness and occasions,Campaign,English; Marathi,Multi-channel,Medical Awareness and Occasions,USED,None recovered,,SRC-013,05_CAMPAIGNS,Mixed board; not one approved live campaign.
CNT-104,24×7 emergency and local visibility,24×7 emergency and local visibility,Campaign,English; Marathi/Hindi,Multi-channel,24×7 Emergency and Local Visibility,UNUSED,None recovered,,SRC-002/SRC-006,05_CAMPAIGNS,Strategic concept; exact service scope and NAP pending.
CNT-105,Doctor-led family hospital,Doctor-led family hospital,Campaign,English; Marathi/Hindi,Multi-channel,Doctor-Led Family Hospital,UNUSED,None recovered,,SRC-002/SRC-004,05_CAMPAIGNS,Strategic positioning; client approval not documented.
CNT-106,Monsoon health PCMC,Monsoon health PCMC,Campaign,English; Marathi/Hindi,Multi-channel,Monsoon Health PCMC,UNUSED,None recovered,,SRC-002,05_CAMPAIGNS,Seasonal concept; current epidemiology must be sourced at publication time.
CNT-107,Cashless and insurance clarity,Cashless and insurance clarity,Campaign,English,Multi-channel,Cashless and Insurance Clarity,UNUSED,None recovered,,SRC-002/SRC-006,05_CAMPAIGNS,Blocked until current documents supplied.
CNT-108,Review growth and GBP trust,Review growth and GBP trust,Campaign,English; Marathi/Hindi,Multi-channel,Review Growth and GBP Trust,UNUSED,None recovered,,SRC-002/SRC-009,05_CAMPAIGNS,No review SOP implementation or result proof recovered.
CNT-109,A day in the NRS ICU,A day in the NRS ICU,Video Concept,English; Marathi/Hindi,Reels/Shorts/YouTube,24×7 Emergency and Local Visibility,UNUSED,None recovered,,SRC-002,03_CONTENT/07_Reel_And_Video_Concepts,"Requires facility permission, privacy plan and clinical review."
CNT-110,Equipment walkthrough,Equipment walkthrough,Video Concept,English,Reels/Shorts/YouTube,24×7 Emergency and Local Visibility,UNUSED,None recovered,,SRC-002,03_CONTENT/07_Reel_And_Video_Concepts,No facility footage recovered.
CNT-111,Meet the nurse,Meet the nurse,Video Concept,English; Marathi,Reels/Shorts/YouTube,Doctor-Led Family Hospital,UNUSED,None recovered,,SRC-002,03_CONTENT/07_Reel_And_Video_Concepts,No roster or consent recovered.
CNT-112,Sunday live Q&A,Sunday live Q&A,Video Concept,English; Marathi/Hindi,Reels/Shorts/YouTube,Doctor-Led Family Hospital,UNUSED,None recovered,,SRC-002,03_CONTENT/07_Reel_And_Video_Concepts,No schedule/doctor approval recovered.
CNT-113,Doctor monthly column reel,Doctor monthly column reel,Video Concept,English; Marathi/Hindi,Reels/Shorts/YouTube,Doctor-Led Family Hospital,UNUSED,None recovered,,SRC-002,03_CONTENT/07_Reel_And_Video_Concepts,No scripts or video outputs recovered.
CNT-114,Dr. Survase founder journey,Dr. Survase founder journey,Video Concept,English; Marathi,Reels/Shorts/YouTube,Doctor-Led Family Hospital,UNUSED,None recovered,,SRC-002,03_CONTENT/07_Reel_And_Video_Concepts,Founder status/timeline and brand-face willingness pending.
