Source ID,Source name,Source type,Original filename,Original location,Date,Summary,Reliability,Status,Destination folder,Notes
SRC-011,Logo and footer artwork,Logo/footer asset,Logo and Footer.png,Mounted project source,DATE-UNKNOWN,"Large combined artwork, 3375×4375 px.",HIGH,RAW_SOURCE,02_ASSETS/01_Logos,Contains more than a standalone logo; inspect before production use.
SRC-012,Comprehensive project audit — 13 July 2026,Audit report,Prime_Speciality_Hospital_Comprehensive_Project_Audit_2026-07-13.docx,File Library reference,2026-07-13,"Evidence-led reconstruction of project history, deliverables, conflicts, implementation gaps and claim-verification queue.",HIGH,REFERENCE_ONLY_NOT_COPIED,00_SOURCES/Research,"Binary was accessible as a File Library reference, not mounted for copying."
SRC-013,Competitive landscape and Instagram growth audit,Audit report,Prime_Speciality_Hospital_Competitive_and_Instagram_Audit.docx,File Library reference,2026-07-16,"Competitor set, positioning, Instagram audit, 12 reel topics, publishing rhythm, 30/60/90-day plan and KPI framework.",MEDIUM_HIGH,REFERENCE_ONLY_NOT_COPIED,00_SOURCES/Research,Public counts and competitor observations are directional and date-sensitive.
SRC-014,June promotional flyer final export,Production asset,prime_hospital_flyer_1080x1920.png,File Library reference,2026-06-08,Final exported 1080×1920 promotional flyer; approval and usage rights not evidenced.,MEDIUM,DRAFT_FINAL_EXPORT_REFERENCE_ONLY,02_ASSETS/08_Final_Exports,Not mounted; indexed only.
SRC-015,June flyer HTML production chain,Editable production files,prime_hospital_flyer*.html,File Library references,2026-06-08,"Seven HTML variants including exact-design, logo-visible, fixed and reference-layout files.",MEDIUM,SUPERSEDED_OR_DRAFT_REFERENCE_ONLY,99_ARCHIVE/04_Duplicate_Files,Not mounted; duplicate/near-duplicate chain.
SRC-016,Endoscopy FAQ image,Social/GMB image,6.png,File Library reference,2026-07-14,Endoscopy safety FAQ creative showing both phone numbers and website.,MEDIUM,DRAFT_REFERENCE_ONLY,02_ASSETS/03_Approved_Images,Not approved; NAP conflict visible.
SRC-017,October 2025 multi-service content plan,Conversation reconstruction,No surviving file,Prior conversation record,2025-10-03,"Reels/YouTube plan spanning gallbladder, appendix, piles, kidney stone, hernia, breast and wider hospital topics.",MEDIUM,RECONSTRUCTED,03_CONTENT/09_Content_Calendar,Full bodies unavailable; scope partly conflicts with focused surgical positioning.
SRC-018,October 2025 15-post educational calendar,Conversation reconstruction,No surviving file,Prior conversation record,2025-10-30,"15-post structure with category, hook, caption, CTA, design direction and hashtags.",MEDIUM,RECONSTRUCTED,03_CONTENT/09_Content_Calendar,Full post text unavailable.
SRC-019,May 2026 four bilingual doctor-led reels,Conversation reconstruction,No surviving file,Prior conversation record,2026-05-13,"Piles, fissure, fistula and laser-piles scripts in English/Marathi with production guidance.",MEDIUM,PARTIALLY_RECOVERED,03_CONTENT/01_Scripts,Exact full scripts unavailable; fragments and content structure preserved.
SRC-020,Piles-vs-fissure vertical storyboard,Conversation reconstruction,No surviving file,Prior conversation record,2026-05-25,55-second storyboard with final hook/CTA and documented revision requests.,MEDIUM_HIGH,PARTIALLY_RECOVERED,03_CONTENT/01_Scripts,Numeric prevalence assertion requires medical source or removal.
SRC-021,Advanced surgical care promo reel,Published-content reference,"Public Instagram reel, filename unavailable",Public surface verification,2026-06-23,Publicly discoverable reel using 'Advanced surgical care is now closer to you'.,HIGH_FOR_PUBLICATION,LIVE_REFERENCE_ONLY,03_CONTENT/10_Published_Content,Exact public URL/media file not available in mounted storage.
SRC-022,Endoscopy FAQ image metadata,Image metadata/OCR,6.png,File Library reference,2026-07-14,Q5 'Is it safe?' copy and both phone numbers; production/approval status unknown.,MEDIUM,UNVERIFIED,02_ASSETS/03_Approved_Images,Not copied; avoid calling it approved.
