Source ID,Source name,Source type,Original filename,Original location,Date,Summary,Reliability,Status,Destination folder,Notes
SRC-11,GMB Foundation (duplicate copy),Markdown GMB doc,prime_gmb_foundation.md,/mnt/project/,2026-05-20,Near-identical body content to SRC-10 minus 6-line header wrapper,CONFIRMED,DUPLICATE,99_ARCHIVE/04_Duplicate_Files,Confirmed via diff — same document as SRC-10
SRC-12,Master Brand Brain v1.0,Markdown brand doc,06_brand_brain.md,/mnt/project/,2026-05,"Positioning, audience psychology, voice system, visual DNA, anti-patterns, AI instructions",CONFIRMED,CURRENT (voice) / CONFLICTING (visual),00_SOURCES/Content_References,"Colour/typography section conflicts with SRC-04/13/24 — see conflicts register"
SRC-13,Master Brand Brain (duplicate copy),Markdown brand doc,Prime_Speciality_Hospital_Master_Brand_Brain.md,/mnt/project/,2026-05,Byte-identical to SRC-12 (zero diff),CONFIRMED,DUPLICATE,99_ARCHIVE/04_Duplicate_Files,Confirmed via diff — 100% identical to SRC-12
SRC-14,Design System (interactive HTML),HTML design reference,07_design_system.html,/mnt/project/,2026-06,"Interactive type scale, spacing, colour tokens, icon set, voice examples",CONFIRMED,CURRENT,01_DESIGN/Approved_Design_References,"Confirmed via code inspection: Poppins+Inter fonts, Blue/Green hex values"
SRC-15,Hospital Analysis Dashboard,HTML dashboard,prime_hospital_analysis_dashboard.html,/mnt/project/,2026-05 (data period Feb-May),Visual dashboard of GMB metrics + SEO status + competitor comparison + action plan,CONFIRMED,CURRENT,01_DESIGN/Approved_Design_References,Presentation layer over SRC-10/SRC-08/SRC-16 data
SRC-16,Monthly Audit — M1 (June cycle),Markdown audit doc,m1_audit.md,/mnt/project/,2026-05-18 (period end),90-day multi-channel audit feeding the June strategy,CONFIRMED,CURRENT,07_REPORTS/08_Monthly_Reports,File: prime_audit_90d_2026-05-18.md
SRC-17,Monthly Strategy — M2 (June cycle),Markdown strategy doc,m2_strategy_builder.md,/mnt/project/,2026-06-01,June 2026 master strategy — channel goals, KPIs, risk map,CONFIRMED,CURRENT,00_SOURCES/Campaign_Briefs,File: prime_strategy_2026-06-01.md
SRC-18,Website Rewrite Plan — M3 (June cycle),Markdown plan doc,m3_website_rewrite_plan.md,/mnt/project/,2026-06-01,"Full 16-page rewrite roadmap, homepage/piles/Dr.B blueprints",CONFIRMED,CURRENT,00_SOURCES/Campaign_Briefs,File: prime_website-rewrite-plan_2026-06-01.md
SRC-19,Task Plan — M4 (June cycle),Markdown task doc,m4_task_creator.md,/mnt/project/,2026-06-01,24-task plan with dependency map and Notion task templates,CONFIRMED,CURRENT,00_SOURCES/Original_Uploads,File: prime_task_plan_2026-06-01.md
SRC-20,Content Calendar — M5 (June cycle),Markdown content doc,m5_content_calendar.md,/mnt/project/,2026-06,22 fully-written content pieces for June across all channels,CONFIRMED,CURRENT,00_SOURCES/Content_References,File: prime_content-calendar_june_2026.md
SRC-21,Client Report Template — M6 (blank),Markdown report doc,m6_client_report.md,/mnt/project/,n/a (template),Blank template with [FILL FROM DATA] placeholders,CONFIRMED,SUPERSEDED (template),99_ARCHIVE/03_Superseded_Content,Superseded by SRC-22 (filled version)
SRC-22,Client Report — M6 (June 2026, filled),Markdown report doc,m6_client_report_june2026.md,/mnt/project/,2026-06-25,Completed June report — wins/challenge/KPI dashboard/strategic note,CONFIRMED,CURRENT (partially unfilled),07_REPORTS/08_Monthly_Reports,"Signed 'Digitech Solutions'; several KPI fields still [FILL] — see conflicts Gap 2"
SRC-23,Design Instructions — Legacy (teal palette),Markdown design doc,prime_speciality_hospital_design_instructions.md,/mnt/project/,pre-logo-confirmation,"Earliest design doc — teal/navy palette, before actual logo was reviewed",CONFIRMED,LEGACY/SUPERSEDED,99_ARCHIVE/01_Old_Guidelines,Explicitly says brand colours were 'inferred' — later corrected
SRC-24,Design Instructions — Transitional (logo palette updated),Markdown design doc,prime_speciality_hospital_design_instructions_logo_palette_updated.md,/mnt/project/,post-logo-confirmation,"Blue/Green palette matching logo, but general-hospital positioning (not surgical specialist)",CONFIRMED,LEGACY/SUPERSEDED,99_ARCHIVE/01_Old_Guidelines,Superseded by SRC-04 which adds specialist positioning + full research backing
SRC-25,Prompting Guideline — Legacy (teal palette),Markdown AI-prompt doc,prime_speciality_hospital_prompting_style_guideline.md,/mnt/project/,pre-logo-confirmation,Companion prompting doc to SRC-23,CONFIRMED,LEGACY/SUPERSEDED,99_ARCHIVE/01_Old_Guidelines,Uses teal/navy colour language throughout
SRC-26,Prompting Guideline — Transitional (logo palette updated),Markdown AI-prompt doc,prime_speciality_hospital_prompting_style_guideline_logo_palette_updated.md,/mnt/project/,post-logo-confirmation,Companion prompting doc to SRC-24,CONFIRMED,LEGACY/SUPERSEDED,99_ARCHIVE/01_Old_Guidelines,Superseded by SRC-05
SRC-27,Primary Logo File,PNG image,primelogoforwebsite.png,/mnt/project/,undated,"Official logo — blue wordmark, green cross/P mark, green tagline",CONFIRMED,CURRENT — GROUND TRUTH,01_DESIGN/Approved_Design_References; 02_ASSETS/01_Logos,Visually confirms Blue/Green as true brand colours
SRC-28,Logo + Footer Reference,PNG image,Logo_and_Footer.png,/mnt/project/,undated,"Logo plus the 'Prime Care Strip' footer treatment (blue bar, contact info)",CONFIRMED,CURRENT — GROUND TRUTH,01_DESIGN/Approved_Design_References; 02_ASSETS/01_Logos,Reference for footer/contact-strip layout on all creatives
SRC-29,Additional Context From Conversations,Markdown compilation,ADDITIONAL_CONTEXT_FROM_CONVERSATIONS.md,Reconstructed from conversation search,2026-05-20 to 2026-07-13,"Site defects, automation/connector status, and decision history not present in any of the 27 uploaded files",SECONDARY (reconstructed from search snippets),SUPPLEMENTARY,00_SOURCES,"Not a primary project file — see file for full sourcing and caveats"
