Content ID,Title,Topic,Content type,Language,Platform,Campaign,Status,Approval source,Published date,Original source,Destination folder,Notes
IDEA-022,Fistula Surgery: Which Technique Is Best for You?,Fistula Surgery: Which Technique Is Best for You?,Idea — Blog,English; Hindi/Marathi adaptation where natural,Blog,SEO Content Cluster,UNUSED,None unless noted in source,,SEO Foundation v2.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Target length 1,000 words; funnel stage MOFU. Claims, costs and patient stories require approval."
IDEA-023,What Happens If You Ignore a Hernia?,What Happens If You Ignore a Hernia?,Idea — Blog,English; Hindi/Marathi adaptation where natural,Blog,SEO Content Cluster,UNUSED,None unless noted in source,,SEO Foundation v2.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Target length 800 words; funnel stage TOFU. Claims, costs and patient stories require approval."
IDEA-024,Thyroid Lump: When Is Surgery the Right Option?,Thyroid Lump: When Is Surgery the Right Option?,Idea — Blog,English; Hindi/Marathi adaptation where natural,Blog,SEO Content Cluster,UNUSED,None unless noted in source,,SEO Foundation v2.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Target length 900 words; funnel stage TOFU–MOFU. Claims, costs and patient stories require approval."
IDEA-025,Cashless Surgery in PCMC: How to Use Your Insurance at Prime Hospital,Cashless Surgery in PCMC: How to Use Your Insurance at Prime Hospital,Idea — Blog,English; Hindi/Marathi adaptation where natural,Blog,SEO Content Cluster,UNUSED,None unless noted in source,,SEO Foundation v2.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Target length 800 words; funnel stage Decision. Claims, costs and patient stories require approval."
IDEA-026,Breast Lump: When to See a Surgeon (And What to Expect),Breast Lump: When to See a Surgeon (And What to Expect),Idea — Blog,English; Hindi/Marathi adaptation where natural,Blog,SEO Content Cluster,UNUSED,None unless noted in source,,SEO Foundation v2.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Target length 900 words; funnel stage TOFU–MOFU. Claims, costs and patient stories require approval."
IDEA-027,Patient Story: Back to Work in 6 Days After Hernia Surgery in Moshi,Patient Story: Back to Work in 6 Days After Hernia Surgery in Moshi,Idea — Blog,English; Hindi/Marathi adaptation where natural,Blog,SEO Content Cluster,UNUSED,None unless noted in source,,SEO Foundation v2.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Target length 700 words; funnel stage Local proof BOFU. Claims, costs and patient stories require approval."
IDEA-028,Laparoscopic Surgery: A Complete Guide for First-Time Patients,Laparoscopic Surgery: A Complete Guide for First-Time Patients,Idea — Blog,English; Hindi/Marathi adaptation where natural,Blog,SEO Content Cluster,UNUSED,None unless noted in source,,SEO Foundation v2.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Target length 1,200 words; funnel stage MOFU. Claims, costs and patient stories require approval."
IDEA-029,5 Questions to Ask Before Choosing Your Surgeon for Hernia or Piles,5 Questions to Ask Before Choosing Your Surgeon for Hernia or Piles,Idea — Blog,English; Hindi/Marathi adaptation where natural,Blog,SEO Content Cluster,UNUSED,None unless noted in source,,SEO Foundation v2.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Target length 900 words; funnel stage Trust MOFU–BOFU. Claims, costs and patient stories require approval."
IDEA-030,"Colonoscopy in Pune: What It Is, Who Needs It, What to Expect","Colonoscopy in Pune: What It Is, Who Needs It, What to Expect",Idea — Blog,English; Hindi/Marathi adaptation where natural,Blog,SEO Content Cluster,UNUSED,None unless noted in source,,SEO Foundation v2.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Target length 900 words; funnel stage MOFU. Claims, costs and patient stories require approval."
IDEA-031,Piles vs fissure vs fistula: how symptoms differ,Piles vs fissure vs fistula: how symptoms differ,Idea — Reel / doctor-led video,Marathi or Hindi speech with accurate English subtitles; English where appropriate,Reel / doctor-led video,Instagram Doctor Authority,UNUSED,None unless noted in source,,Competitive & Instagram Audit,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Show doctor in first two seconds where feasible; one question per reel.
IDEA-032,When does a hernia require surgery?,When does a hernia require surgery?,Idea — Reel / doctor-led video,Marathi or Hindi speech with accurate English subtitles; English where appropriate,Reel / doctor-led video,Instagram Doctor Authority,UNUSED,None unless noted in source,,Competitive & Instagram Audit,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Show doctor in first two seconds where feasible; one question per reel.
IDEA-033,Gallbladder stones: symptoms that should not be ignored,Gallbladder stones: symptoms that should not be ignored,Idea — Reel / doctor-led video,Marathi or Hindi speech with accurate English subtitles; English where appropriate,Reel / doctor-led video,Instagram Doctor Authority,UNUSED,None unless noted in source,,Competitive & Instagram Audit,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Show doctor in first two seconds where feasible; one question per reel.
IDEA-034,What happens during a laparoscopic consultation?,What happens during a laparoscopic consultation?,Idea — Reel / doctor-led video,Marathi or Hindi speech with accurate English subtitles; English where appropriate,Reel / doctor-led video,Instagram Doctor Authority,UNUSED,None unless noted in source,,Competitive & Instagram Audit,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Show doctor in first two seconds where feasible; one question per reel.
IDEA-035,Is laser treatment suitable for every piles patient?,Is laser treatment suitable for every piles patient?,Idea — Reel / doctor-led video,Marathi or Hindi speech with accurate English subtitles; English where appropriate,Reel / doctor-led video,Instagram Doctor Authority,UNUSED,None unless noted in source,,Competitive & Instagram Audit,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Show doctor in first two seconds where feasible; one question per reel.
IDEA-036,How long does recovery take after hernia surgery?,How long does recovery take after hernia surgery?,Idea — Reel / doctor-led video,Marathi or Hindi speech with accurate English subtitles; English where appropriate,Reel / doctor-led video,Instagram Doctor Authority,UNUSED,None unless noted in source,,Competitive & Instagram Audit,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Show doctor in first two seconds where feasible; one question per reel.
IDEA-037,Why recurrent constipation worsens anorectal conditions,Why recurrent constipation worsens anorectal conditions,Idea — Reel / doctor-led video,Marathi or Hindi speech with accurate English subtitles; English where appropriate,Reel / doctor-led video,Instagram Doctor Authority,UNUSED,None unless noted in source,,Competitive & Instagram Audit,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Show doctor in first two seconds where feasible; one question per reel.
IDEA-038,Appendicitis: warning signs and when to seek urgent care,Appendicitis: warning signs and when to seek urgent care,Idea — Reel / doctor-led video,Marathi or Hindi speech with accurate English subtitles; English where appropriate,Reel / doctor-led video,Instagram Doctor Authority,UNUSED,None unless noted in source,,Competitive & Instagram Audit,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Show doctor in first two seconds where feasible; one question per reel.
IDEA-039,Endoscopy: what patients should expect,Endoscopy: what patients should expect,Idea — Reel / doctor-led video,Marathi or Hindi speech with accurate English subtitles; English where appropriate,Reel / doctor-led video,Instagram Doctor Authority,UNUSED,None unless noted in source,,Competitive & Instagram Audit,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Show doctor in first two seconds where feasible; one question per reel.
IDEA-040,Common myths about piles treatment,Common myths about piles treatment,Idea — Reel / doctor-led video,Marathi or Hindi speech with accurate English subtitles; English where appropriate,Reel / doctor-led video,Instagram Doctor Authority,UNUSED,None unless noted in source,,Competitive & Instagram Audit,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Show doctor in first two seconds where feasible; one question per reel.
IDEA-041,What to carry for your first surgical consultation,What to carry for your first surgical consultation,Idea — Reel / doctor-led video,Marathi or Hindi speech with accurate English subtitles; English where appropriate,Reel / doctor-led video,Instagram Doctor Authority,UNUSED,None unless noted in source,,Competitive & Instagram Audit,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Show doctor in first two seconds where feasible; one question per reel.
IDEA-042,Why early diagnosis can make treatment simpler,Why early diagnosis can make treatment simpler,Idea — Reel / doctor-led video,Marathi or Hindi speech with accurate English subtitles; English where appropriate,Reel / doctor-led video,Instagram Doctor Authority,UNUSED,None unless noted in source,,Competitive & Instagram Audit,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Show doctor in first two seconds where feasible; one question per reel.
IDEA-043,Laser Piles (Standard),Laser Piles (Standard),Idea — GMB post,English,GMB post,GMB 90-Day Plan,DRAFT,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Full draft exists in 04_GMB/03_GMB_Post_Copy. Medical, pricing and NAP claims require review."
IDEA-044,Is Piles Surgery Painful?,Is Piles Surgery Painful?,Idea — GMB post,English,GMB post,GMB 90-Day Plan,DRAFT,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Full draft exists in 04_GMB/03_GMB_Post_Copy. Medical, pricing and NAP claims require review."
IDEA-045,Laparoscopic Hernia Surgery,Laparoscopic Hernia Surgery,Idea — GMB post,English,GMB post,GMB 90-Day Plan,DRAFT,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Full draft exists in 04_GMB/03_GMB_Post_Copy. Medical, pricing and NAP claims require review."
IDEA-046,Same Surgeon Who Consults Also Operates,Same Surgeon Who Consults Also Operates,Idea — GMB post,English,GMB post,GMB 90-Day Plan,DRAFT,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Full draft exists in 04_GMB/03_GMB_Post_Copy. Medical, pricing and NAP claims require review."
IDEA-047,Gallbladder Surgery,Gallbladder Surgery,Idea — GMB post,English,GMB post,GMB 90-Day Plan,DRAFT,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Full draft exists in 04_GMB/03_GMB_Post_Copy. Medical, pricing and NAP claims require review."
IDEA-048,Hernia FAQ,Hernia FAQ,Idea — GMB post,English,GMB post,GMB 90-Day Plan,DRAFT,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Full draft exists in 04_GMB/03_GMB_Post_Copy. Medical, pricing and NAP claims require review."
IDEA-049,World Hernia Day (April 25),World Hernia Day (April 25),Idea — GMB post,English,GMB post,GMB 90-Day Plan,DRAFT,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Full draft exists in 04_GMB/03_GMB_Post_Copy. Medical, pricing and NAP claims require review."
IDEA-050,Laser Fissure/Fistula,Laser Fissure/Fistula,Idea — GMB post,English,GMB post,GMB 90-Day Plan,DRAFT,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Full draft exists in 04_GMB/03_GMB_Post_Copy. Medical, pricing and NAP claims require review."
IDEA-051,Transparent Pricing,Transparent Pricing,Idea — GMB post,English,GMB post,GMB 90-Day Plan,DRAFT,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Full draft exists in 04_GMB/03_GMB_Post_Copy. Medical, pricing and NAP claims require review."
IDEA-052,Day-Care Surgery Explained,Day-Care Surgery Explained,Idea — GMB post,English,GMB post,GMB 90-Day Plan,DRAFT,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Full draft exists in 04_GMB/03_GMB_Post_Copy. Medical, pricing and NAP claims require review."
IDEA-053,Local Proof,Local Proof,Idea — GMB post,English,GMB post,GMB 90-Day Plan,DRAFT,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Full draft exists in 04_GMB/03_GMB_Post_Copy. Medical, pricing and NAP claims require review."
IDEA-054,Appendix Surgery,Appendix Surgery,Idea — GMB post,English,GMB post,GMB 90-Day Plan,DRAFT,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Full draft exists in 04_GMB/03_GMB_Post_Copy. Medical, pricing and NAP claims require review."
IDEA-055,Does the same doctor who consults also perform the surgery?,Does the same doctor who consults also perform the surgery?,Idea — GMB FAQ / website FAQ,English,GMB FAQ / website FAQ,GMB FAQ System,NEEDS_REVIEW,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not synthetically seed from personal accounts. Several draft answers contain unverified claims.
IDEA-056,Can I go home the same day after laser piles surgery?,Can I go home the same day after laser piles surgery?,Idea — GMB FAQ / website FAQ,English,GMB FAQ / website FAQ,GMB FAQ System,NEEDS_REVIEW,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not synthetically seed from personal accounts. Several draft answers contain unverified claims.
IDEA-057,Can I go home the same day after hernia surgery?,Can I go home the same day after hernia surgery?,Idea — GMB FAQ / website FAQ,English,GMB FAQ / website FAQ,GMB FAQ System,NEEDS_REVIEW,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not synthetically seed from personal accounts. Several draft answers contain unverified claims.
IDEA-058,Do you accept cashless insurance?,Do you accept cashless insurance?,Idea — GMB FAQ / website FAQ,English,GMB FAQ / website FAQ,GMB FAQ System,NEEDS_REVIEW,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not synthetically seed from personal accounts. Several draft answers contain unverified claims.
IDEA-059,What is the cost of laser piles surgery at Prime Speciality Hospital?,What is the cost of laser piles surgery at Prime Speciality Hospital?,Idea — GMB FAQ / website FAQ,English,GMB FAQ / website FAQ,GMB FAQ System,NEEDS_REVIEW,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not synthetically seed from personal accounts. Several draft answers contain unverified claims.
IDEA-060,What is the cost of laparoscopic hernia surgery?,What is the cost of laparoscopic hernia surgery?,Idea — GMB FAQ / website FAQ,English,GMB FAQ / website FAQ,GMB FAQ System,NEEDS_REVIEW,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not synthetically seed from personal accounts. Several draft answers contain unverified claims.
IDEA-061,How do I book an appointment with Dr. Pankaj Bhalerao?,How do I book an appointment with Dr. Pankaj Bhalerao?,Idea — GMB FAQ / website FAQ,English,GMB FAQ / website FAQ,GMB FAQ System,NEEDS_REVIEW,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not synthetically seed from personal accounts. Several draft answers contain unverified claims.
IDEA-062,Where exactly is Prime Speciality Hospital located?,Where exactly is Prime Speciality Hospital located?,Idea — GMB FAQ / website FAQ,English,GMB FAQ / website FAQ,GMB FAQ System,NEEDS_REVIEW,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not synthetically seed from personal accounts. Several draft answers contain unverified claims.
