Idea ID,Topic,Content type,Content pillar,Target audience,Hook,Core message,Suggested CTA,Language,Campaign,Status,Original source,Date,Duplicate or related idea,Notes
IDEA-044,Obesity is more than weight,Static Post,Obesity education,Adults,Obesity is not only about weight.,Associated health risks; avoid fear.,Book,English/Marathi as applicable,Medical Awareness / Brand,USED,SRC-013,2026-05-20,,"USED means present in draft creative, not published/approved."
IDEA-045,Chhatrapati Sambhaji Maharaj Jayanti tribute,Static Post,Festival/occasion,Community,Respectful Jayanti tribute.,Cultural greeting with restrained branding.,None,English/Marathi as applicable,Medical Awareness / Brand,USED,SRC-013,2026-05-20,,"USED means present in draft creative, not published/approved."
IDEA-046,Nurses Day appreciation,Static Post,Team trust,Community/staff,Thank you to people who keep care moving.,Recognise nurses without outcome exaggeration.,Meet team,English/Marathi as applicable,Medical Awareness / Brand,USED,SRC-013,2026-05-20,,"USED means present in draft creative, not published/approved."
IDEA-047,Mother's Day family-care greeting,Static Post,Festival/occasion,Families,Celebrating the heart of every family.,Warm family-care greeting.,None,English/Marathi as applicable,Medical Awareness / Brand,USED,SRC-013,2026-05-20,,"USED means present in draft creative, not published/approved."
IDEA-048,Breathlessness and weight,Static Post,Respiratory/obesity,Adults,Breathlessness and weight: the connection?,Explain carefully; separate hand-hygiene topic.,Consult,English/Marathi as applicable,Medical Awareness / Brand,USED,SRC-013,2026-05-20,,"USED means present in draft creative, not published/approved."
IDEA-049,42°C heat alert,Static Post,Local seasonal,PCMC community,Temperature alert: protect yourself.,"Hydration, shade, clothes and warning signs.",Save,English/Marathi as applicable,Medical Awareness / Brand,USED,SRC-013,2026-05-20,,"USED means present in draft creative, not published/approved."
IDEA-050,Obesity warning post,Static Post,Obesity education,Adults,Weight-related warning signs need attention.,Replace silent-killer fear wording.,Book,English/Marathi as applicable,Medical Awareness / Brand,USED,SRC-013,2026-05-20,,"USED means present in draft creative, not published/approved."
IDEA-051,Night-shift wellness tips,Static Post,IT employee health,Night-shift workers,"Working nights? Protect sleep, eyes and hydration.",Practical break/recovery habits.,Save,English/Marathi as applicable,Medical Awareness / Brand,USED,SRC-013,2026-05-20,,"USED means present in draft creative, not published/approved."
IDEA-052,Health consultation — attention not delay,Static Post,General promotion,Families,"Your health deserves attention, not delay.",Physician evaluation and long-term guidance.,Book,English/Marathi as applicable,Medical Awareness / Brand,USED,SRC-016,2026-07-02,,"USED means present in draft creative, not published/approved."
IDEA-053,New consultant introduction,Static Post,Service promotion,Local families,Meet [verified consultant].,"Verified credentials, specialty, hours.",Book,English/Marathi as applicable,Medical Awareness / Brand,UNUSED,SRC-004/SRC-005,2026-05-26,,"USED means present in draft creative, not published/approved."
IDEA-054,New service announcement,Static Post,Service promotion,Local families,[Verified service] now available.,Factual scope and hours.,Book/Learn,English/Marathi as applicable,Medical Awareness / Brand,UNUSED,SRC-004/SRC-005,2026-05-26,,"USED means present in draft creative, not published/approved."
IDEA-055,Cashless network update,Static Post,Insurance/trust,Insured families,Cashless support at NRS.,Verified TPAs + insurer-dependent caveat.,View network,English/Marathi as applicable,Medical Awareness / Brand,UNUSED,SRC-002/SRC-005,2026-05-26,,"USED means present in draft creative, not published/approved."
IDEA-056,24×7 emergency awareness,Static Post,Emergency,Wakad residents,Need emergency care in Wakad?,"Verified phone, directions and scope.",Call Now,English/Marathi as applicable,Medical Awareness / Brand,UNUSED,SRC-005,2026-05-26,,"USED means present in draft creative, not published/approved."
IDEA-057,Doctor profile authority card,Static Post,Doctor authority,Families,Meet the physician behind NRS.,"Verified name, degree, role, timing.",Book,English/Marathi as applicable,Medical Awareness / Brand,UNUSED,SRC-002/SRC-004,2026-05-26,,"USED means present in draft creative, not published/approved."
IDEA-058,Community first-aid training announcement,Static Post,Community/local,Societies/schools,First-aid training for Wakad.,"Real date, venue and capacity.",Register,English/Marathi as applicable,Medical Awareness / Brand,UNUSED,SRC-002,2026-05-26,,"USED means present in draft creative, not published/approved."
IDEA-059,Hospital directions card,Static Post,Local conversion,Emergency walk-ins,Save the route before you need it.,Verified landmark/map/phone.,Directions,English/Marathi as applicable,Medical Awareness / Brand,UNUSED,SRC-002/SRC-006,2026-05-26,,"USED means present in draft creative, not published/approved."
IDEA-060,Educational disclaimer card,Static Post,Compliance,All audiences,Health information is not a diagnosis.,Reusable disclaimer/end card.,Consult physician,English/Marathi as applicable,Medical Awareness / Brand,UNUSED,SRC-004/SRC-005,2026-05-26,,"USED means present in draft creative, not published/approved."
IDEA-061,"Work stress, sleep and weight — NRS Wellness",Carousel,Mind-body/weight,IT professionals,Your job might affect your weight.,Seven-slide legacy narrative; verify every claim/association.,Book session,English; Marathi/Hindi where relevant,"Work stress, sleep and weight — NRS Wellness",USED,SRC-012,2026-05-20,,No carousel is proven approved/published.
IDEA-062,Obesity: understanding risks,Carousel,Obesity education,Adults,Obesity affects more than appearance.,"Definition, causes, signs, risks and next steps.",Book,English; Marathi/Hindi where relevant,Obesity: understanding risks,USED,SRC-015,2026-05-20,,No carousel is proven approved/published.
IDEA-063,Five signs of stroke,Carousel,Emergency education,Families/seniors,Five stroke signs not to ignore.,FAST and urgent action.,Save/share,English; Marathi/Hindi where relevant,Five signs of stroke,UNUSED,SRC-003/SRC-005,2026-05-26,,No carousel is proven approved/published.
IDEA-064,Five dengue signs,Carousel,Seasonal education,Families,Five dengue signs this monsoon.,Education and evaluation.,Save,English; Marathi/Hindi where relevant,Five dengue signs,UNUSED,SRC-002,2026-05-26,,No carousel is proven approved/published.
IDEA-065,Cashless admission step by step,Carousel,Patient journey,Insured families,Cashless admission: what happens first?,"Documents, pre-auth, approval and desk.",View network,English; Marathi/Hindi where relevant,Cashless admission step by step,UNUSED,SRC-002,2026-05-26,,No carousel is proven approved/published.
IDEA-066,Before surgery: five questions,Carousel,Decision support,Adults/caregivers,"Before saying yes, ask five questions.",Informed decision/second opinion.,Save,English; Marathi/Hindi where relevant,Before surgery: five questions,UNUSED,SRC-002,2026-05-26,,No carousel is proven approved/published.
IDEA-067,Child fever: monitor vs urgent care,Carousel,Paediatric education,Parents,Child fever: monitor or call?,Home monitoring vs red flags.,Save,English; Marathi/Hindi where relevant,Child fever: monitor vs urgent care,UNUSED,SRC-002,2026-05-26,,No carousel is proven approved/published.
IDEA-068,Hypertension home-monitoring checklist,Carousel,Chronic care,Adults/seniors,Are you measuring BP correctly?,Technique and log.,Save,English; Marathi/Hindi where relevant,Hypertension home-monitoring checklist,UNUSED,SRC-002,2026-05-26,,No carousel is proven approved/published.
IDEA-069,Senior admission checklist,Carousel,Patient journey,Caregivers,A calmer admission starts before leaving home.,"Documents, medicines, insurance, attendant.",Download,English; Marathi/Hindi where relevant,Senior admission checklist,UNUSED,SRC-002,2026-05-26,,No carousel is proven approved/published.
IDEA-070,Pune monsoon family health calendar,Carousel,Local seasonal,Families,Your family's monsoon calendar.,Month-by-month prevention/warnings.,Save/share,English; Marathi/Hindi where relevant,Pune monsoon family health calendar,UNUSED,SRC-002,2026-05-26,,No carousel is proven approved/published.
IDEA-071,Developer health checks at 30,Carousel,IT employee health,IT professionals,Five checks every developer should discuss at 30.,"BP, sugar, sleep, posture, eye health.",Save,English; Marathi/Hindi where relevant,Developer health checks at 30,UNUSED,SRC-002,2026-05-26,,No carousel is proven approved/published.
IDEA-072,NRS patient journey,Carousel,Transparency,Families,What happens from first call to discharge?,"Triage, admission, updates, billing, referral after verification.",Learn,English; Marathi/Hindi where relevant,NRS patient journey,UNUSED,SRC-002/SRC-006,2026-05-26,,No carousel is proven approved/published.
IDEA-073,Inside ICU — no patient shown,Carousel,Behind the scenes,Caregivers,A calmer look inside critical care.,Roles/equipment/family communication/privacy.,Read,English; Marathi/Hindi where relevant,Inside ICU — no patient shown,UNUSED,SRC-005,2026-05-26,,No carousel is proven approved/published.
IDEA-074,Anonymous patient story,Carousel,Patient trust,Families,We knew where to call.,Consent-led anonymous journey; no outcome guarantee.,Talk to team,English; Marathi/Hindi where relevant,Anonymous patient story,UNUSED,SRC-005,2026-05-26,,No carousel is proven approved/published.
IDEA-075,Ganpati health-safety guide,Carousel,Festival/local,Wakad families,Celebrate safely: five precautions.,"Hydration, crowds, medicine, food, emergency plan.",Save,English; Marathi/Hindi where relevant,Ganpati health-safety guide,UNUSED,SRC-005,2026-05-26,,No carousel is proven approved/published.
IDEA-076,Diabetes daily structure,Carousel,Chronic care,Adults with diabetes,"Diabetes needs structure, not guesswork.","Monitoring, meals, medicine, review.",Download,English; Marathi/Hindi where relevant,Diabetes daily structure,UNUSED,SRC-002/SRC-005,2026-05-26,,No carousel is proven approved/published.
IDEA-077,Hospital-selection checklist,Carousel,Decision support,Family decision-makers,Seven things to check before choosing a hospital.,"Proximity, scope, doctors, insurance, communication, transfer.",Save,English; Marathi/Hindi where relevant,Hospital-selection checklist,UNUSED,SRC-002,2026-05-26,,No carousel is proven approved/published.
IDEA-078,Meet the NRS care team,Carousel,Team trust,Families,The people behind neighbourhood care.,Profiles only after roster/consent.,Meet team,English; Marathi/Hindi where relevant,Meet the NRS care team,UNUSED,SRC-002,2026-05-26,,No carousel is proven approved/published.
IDEA-079,24×7 emergency service update,GMB,Emergency/local,Emergency searchers,"Emergency care in Wakad, available 24×7.","State only verified emergency/ICU scope, phone and directions.",Call or get directions,English; Marathi/Hindi where relevant,24×7 Emergency and Local Visibility,UNUSED,SRC-002/SRC-007,2026-05-26,,"GBP copy must be local, helpful and moderately branded."
IDEA-080,Internal medicine consultation availability,GMB,Service update,Families and adults,Physician consultation close to home in Wakad.,Explain available consultation hours after verification.,Book consultation,English; Marathi/Hindi where relevant,Doctor-Led Family Hospital,UNUSED,SRC-002/SRC-007,2026-05-26,,Do not use doctor superlatives.
IDEA-081,Monsoon dengue awareness,GMB,Seasonal awareness,Wakad/PCMC families,Pune monsoon: know the warning signs of dengue.,Helpful symptoms and when to seek care; no diagnosis or cure claim.,Learn more,English; Marathi/Hindi where relevant,Monsoon Health PCMC,UNUSED,SRC-002/SRC-007,2026-05-26,,Use 4:3 image and short overlay.
IDEA-082,Child fever guidance,GMB,Paediatric awareness,Parents,When a child’s fever needs medical attention.,Calm red-flag guidance and consultation availability.,Contact the team,English; Marathi/Hindi where relevant,Monsoon Health PCMC,UNUSED,SRC-002/SRC-007,2026-05-26,,No guaranteed relief.
IDEA-083,Cashless desk information,GMB,Insurance/process,Insured families and IT professionals,Planning a cashless admission? Check first.,Explain that panel/approval must be verified before admission.,Contact the cashless desk,English,Cashless and Insurance Clarity,UNUSED,SRC-002/SRC-007,2026-05-26,,Do not imply universal or guaranteed claim approval.
IDEA-084,Community first-aid event,GMB,Community/event,Local societies and organisations,First-aid awareness for Wakad communities.,Promote only after event details and capacity are confirmed.,Register / learn more,English; Marathi/Hindi where relevant,Doctor-Led Family Hospital,UNUSED,SRC-002/SRC-007,2026-05-26,,Event idea; no event date is confirmed.
IDEA-085,New consultant or service update,GMB,Service update,Local patients,A new consultation service is now available at NRS Hospital.,"Use verified doctor name, credential, days and hours.",Schedule an appointment,English; Marathi/Hindi where relevant,Doctor-Led Family Hospital,UNUSED,SRC-005/SRC-007,2026-05-26,,Template only; no current consultant launch is confirmed.
IDEA-086,Hospital access and directions,GMB,Local utility,Emergency and first-time visitors,Finding NRS Hospital from Kalewadi Phata.,"Landmarks, entrance, parking/accessibility and map directions after NAP confirmation.",Get directions,English; Marathi/Hindi where relevant,24×7 Emergency and Local Visibility,UNUSED,SRC-002/SRC-006/SRC-007,2026-05-26,,Address/floor conflict must be resolved first.
IDEA-087,Senior-care checklist,GMB,Educational,Seniors and caregivers,Five things to bring to a physician visit.,"Medication list, reports, insurance, symptoms and caregiver notes.",Save this checklist,English; Marathi/Hindi where relevant,Doctor-Led Family Hospital,UNUSED,SRC-002/SRC-007,2026-05-26,,"Helpful local update, not a sales ad."
IDEA-088,Festival safety reminder,GMB,Festival/local,Wakad families,Celebrate safely this festive season.,"Hydration, medicine continuity, crowd safety and emergency planning.",Save and share,Marathi; English,Medical Awareness and Occasions,UNUSED,SRC-002/SRC-005/SRC-007,2026-05-26,,"Use culturally accurate, non-tokenised visuals."
IDEA-089,Chest pain at midnight in Wakad,Ad,Emergency,Adults/families,Chest pain at midnight in Wakad?,Verified 24×7 emergency access and clear call/directions.,Call Now,English; Hindi/Marathi variants,24×7 Emergency and Local Visibility,UNUSED,SRC-002,2026-05-26,,Distance/time claim must be verified; do not guarantee outcome.
IDEA-090,Meet Dr. Survase — internal medicine,Ad,Doctor-led authority,Families/chronic-care patients,Meet the physician behind neighbourhood care.,Use only verified experience and credential language.,Book OPD,English; Marathi/Hindi variants,Doctor-Led Family Hospital,UNUSED,SRC-002,2026-05-26,,Brand-face willingness and exact credential wording pending.
IDEA-091,Inside the NRS ICU,Ad,Trust/facility,Caregivers,A calmer look inside critical care.,Show verified equipment/process without patients or outcome claims.,WhatsApp enquiry,English,24×7 Emergency and Local Visibility,UNUSED,SRC-002/SRC-005,2026-05-26,,Facility scope and photo rights pending.
IDEA-092,Cashless network at NRS Hospital,Ad,Insurance,Insured families,Check your cashless network before admission.,Show only current verified TPAs and approval disclaimer.,View Cashless Network,English,Cashless and Insurance Clarity,UNUSED,SRC-002/SRC-005,2026-05-26,,Blocked until TPA list is supplied.
IDEA-093,First ten minutes of a suspected stroke,Ad,Educational awareness,Families/caregivers,What to do in the first ten minutes of a suspected stroke.,FAST recognition and urgent evaluation; no cure/recovery promise.,Save and Share,English; Marathi/Hindi variants,24×7 Emergency and Local Visibility,UNUSED,SRC-002,2026-05-26,,Clinician review required.
IDEA-094,Monsoon dengue family guide,Ad,Seasonal lead magnet,Wakad/PCMC families,Pune monsoon dengue guide for families.,"Prevention, warning signs and when to seek care.",Download Guide,English; Marathi/Hindi variants,Monsoon Health PCMC,UNUSED,SRC-002,2026-05-26,,No local case-count claim without current source.
IDEA-095,One hospital for your whole family,Ad,Family positioning,Family decision-makers,"Care for children, adults and seniors — close to home.",Whole-family positioning without implying every specialty is continuously available.,Book / Call,English; Marathi variants,Doctor-Led Family Hospital,UNUSED,SRC-002,2026-05-26,,Service roster must be verified.
IDEA-096,Dr. Survase founder journey,Ad,Founder story,Local families,From medical training to neighbourhood care in Wakad.,Human founder story using verified timeline only.,Read Story,English; Marathi variants,Doctor-Led Family Hospital,UNUSED,SRC-002,2026-05-26,,Founder status/timeline pending.
IDEA-097,NRS Hospital brand-search defence,Ad,Google search,Brand searchers,NRS Hospital Wakad — official contact and directions.,Defend brand query with canonical NAP and official landing page.,Call / Directions,English,24×7 Emergency and Local Visibility,UNUSED,SRC-002,2026-05-26,,Blocked until canonical NAP/canonical URL confirmed.
IDEA-098,Emergency-intent search campaign,Ad,Google search,Urgent local searchers,24 hour hospital Wakad / emergency hospital near me.,Call-first landing page with verified emergency scope.,Call Now,English,24×7 Emergency and Local Visibility,UNUSED,SRC-002,2026-05-26,,Do not target “best” in ad copy; landing-page compliance fixes required.
IDEA-099,Specialty-intent search campaign,Ad,Google search,Service searchers,Physician / diabetologist / paediatric consultation in Wakad.,Dedicated verified service and doctor pages.,Book Appointment,English,Doctor-Led Family Hospital,UNUSED,SRC-002,2026-05-26,,Do not use restricted-condition cure language.
IDEA-100,"Your Health Deserves Attention, Not Delay",Ad,Consultation conversion,Families,"Your Health Deserves Attention, Not Delay.","Experienced physician team, evaluation and long-term guidance.",Book a Consultation,English,Health Consultation,USED,SRC-016,2026-07-02,,Draft creative exists; phone/email/tagline conflict blocks publication.
IDEA-101,"NRS Wellness — stress, weight and mind-body",Campaign,Wellness/mental health,IT professionals and adults with stress-linked habits,Your job might be making you fat.,"Legacy seven-slide narrative linking stress, sleep, burnout and weight.",Book a Session,English,"NRS Wellness — Stress, Weight and Mind-Body",USED,SRC-012/SRC-014,2026-05-20,,"High-risk: unsupported 25% statistic, unverified service/doctor and legacy phone."
IDEA-102,Obesity awareness and consultation,Campaign,Chronic/lifestyle health,Adults and IT professionals,Obesity is not just about weight.,"Awareness, risks, lifestyle and consultation.",Book Consultation,English,Obesity Awareness and Consultation,USED,SRC-013/SRC-015,2026-05-20,,Legacy risk language and NAP require clinical/brand review.
