Idea ID,Topic,Content type,Content pillar,Target audience,Hook,Core message,Suggested CTA,Language,Campaign,Status,Original source,Date,Duplicate or related idea,Notes
BLOG-25,Dr. Gore founder story,Blog,Brand,ICP2,Why Dr. Gore built this hospital,Founder-led trust,Book consultation,English,None,DRAFT/PAUSED - BLOCKED,Strategic Research S11,Prior to 24 May 2026,Duplicate of SOC-16,Blocked on founder origin-story interview (open item)
BLOG-26,Marathi-speaking healthcare,Blog,Brand/ICP3,ICP3,Why language matters in care,Cultural-fit trust,Book OPD,English,None,DRAFT/PAUSED,Strategic Research S11,Prior to 24 May 2026,,
BLOG-27,Corporate health check-ups PCMC,Blog,B2B,Corporate HR,What should be included,B2B lead gen,Corporate enquiry,English,None,DRAFT/PAUSED,Strategic Research S11,Prior to 24 May 2026,,
BLOG-28,Common surgeries explained,Blog,Process,ICP2/ICP5,How we explain surgeries to families,Reduce surgery anxiety,Book consultation,English,None,DRAFT/PAUSED,Strategic Research S11,Prior to 24 May 2026,,
BLOG-29,Festival eating and stomach health,Blog,Seasonal,All,A survival guide,Seasonal, culturally relevant,Book physician,English,None,DRAFT/PAUSED,Strategic Research S11,Prior to 24 May 2026,,
BLOG-30,Multispeciality vs super-speciality,Blog,Education,All,What's the difference,Category education,Read more about us,English,None,DRAFT/PAUSED,Strategic Research S11,Prior to 24 May 2026,,
SOC-01,First-aid box essentials,Carousel,Family-care,ICP1/ICP2,3 things every PCMC parent should keep,Practical preparedness,N/A,English,None,DRAFT/UNUSED,Strategic Research S11,Prior to 24 May 2026,,
SOC-02,Meet Dr. Dattesh Gore,Reel,Founder-led,All,Founder intro,Trust anchor,N/A,Marathi + English subs,None,DRAFT/UNUSED,Strategic Research S11,Prior to 24 May 2026,,
SOC-03,ICU at 3AM,Reel (POV),Behind-the-scenes,All,What our ICU looks like at 3AM,Capability + readiness,N/A,English,None,DRAFT/UNUSED,Strategic Research S11,Prior to 24 May 2026,Related to BLOG-24,
SOC-04,ER vs OPD decision flowchart,Carousel,Educational,ICP1/ICP2,When to bring your child to ER vs OPD,Decision guidance,N/A,English,None,DRAFT/UNUSED,Strategic Research S11,Prior to 24 May 2026,,
SOC-05,Gynaecology OPD Q&A,Reel (Doctor Q&A),Authority,ICP1,5 most-asked questions,Authority + reassurance,N/A,English,None,DRAFT/UNUSED,Strategic Research S11,Prior to 24 May 2026,,
SOC-06,Knee pain - not always surgery,Reel,Authority,ICP2/ICP5,Why your knee pain might not need surgery,Anti-overtreatment,N/A,English,None,DRAFT/UNUSED,Strategic Research S11,Prior to 24 May 2026,Related to June-calendar June 21 carousel,Dr. Mohorkar
SOC-07,Diwali acidity tips,Static post,Festival,All,Festival eating + acidity,Seasonal + cultural,N/A,English + Marathi,None,DRAFT/UNUSED,Strategic Research S11,Prior to 24 May 2026,,
SOC-08,Diabetes diet Marathi reel,Reel,Family-care/ICP3,ICP3,Marathi diabetes diet explainer,Vernacular authority content,N/A,Marathi,None,DRAFT/UNUSED,Strategic Research S11,Prior to 24 May 2026,Related to BLOG-06,
SOC-09,Save the emergency number,Static (sticker pack),Offer/conversion,All,24x7 emergency line,Recall + save action,Save Our 24x7 Number,English,None,DRAFT/UNUSED,Strategic Research S11,Prior to 24 May 2026,Related to BLOG-02,
SOC-10,Family check-up package contents,Carousel,Offer/package,ICP2/ICP5,What's covered,Package clarity,N/A,English,None,DRAFT/UNUSED,Strategic Research S11,Prior to 24 May 2026,,
SOC-11,Dialysis - home vs hospital,Educational post,Educational,ICP5,Pros and cons,Decision support,N/A,English,None,DRAFT/UNUSED,Strategic Research S11,Prior to 24 May 2026,Related to BLOG-10,
SOC-12,Day 7 / Day 30 follow-up,Trust-building post,Trust-building,All,How we follow up post-surgery,Continuity of care,N/A,English,None,DRAFT/UNUSED - BLOCKED,Strategic Research S11,Prior to 24 May 2026,,Blocked on confirming discharge follow-up protocol
SOC-13,Multilingual reception team,Staff reel,Family-care,ICP3,Language is comfort,Cultural-fit trust,N/A,English + Marathi + Hindi,None,DRAFT/UNUSED - BLOCKED,Strategic Research S11,Prior to 24 May 2026,,Blocked on confirming Marathi staff availability
SOC-14,Cashless insurance explainer (social),Explainer post,Brand/BOFU,ICP4,How cashless actually works,Process transparency,N/A,English,None,DRAFT/UNUSED - BLOCKED,Strategic Research S11,Prior to 24 May 2026,Duplicate of BLOG-14,Blocked on real TPA list
SOC-15,PCOS myths carousel,Carousel,Myth-busting,ICP1,What's true and what's not,Myth-busting,N/A,English,None,DRAFT/UNUSED,Strategic Research S11,Prior to 24 May 2026,Duplicate of BLOG-05,
SOC-16,Founder origin story reel,Reel,Founder-led,ICP2,Why Dr. Gore built this hospital,Founder-led trust,N/A,English,None,DRAFT/UNUSED - BLOCKED,Strategic Research S11,Prior to 24 May 2026,Duplicate of BLOG-25,Blocked on founder interview
SOC-17,Ambulance team behind the scenes,Trust reel,Behind-the-scenes,All,Meet the ambulance team,Capability + trust,N/A,English,None,DRAFT/UNUSED,Strategic Research S11,Prior to 24 May 2026,,
SOC-18,Vaccination calendar,Carousel,Family-care,ICP1,Save this checklist,Practical reference,N/A,English,None,DRAFT/UNUSED,Strategic Research S11,Prior to 24 May 2026,Duplicate of BLOG-11,
SOC-19,Senior quarterly check package,Package post,Offer/package,ICP5,A quarterly check that matters,Package awareness,N/A,English,None,DRAFT/UNUSED,Strategic Research S11,Prior to 24 May 2026,,
SOC-20,Doctors' favourite patient stories,Humanising carousel,Trust-building,All,Patient stories (no medical claims),Humanising the brand,N/A,English,None,DRAFT/UNUSED - BLOCKED,Strategic Research S11,Prior to 24 May 2026,,Blocked on patient consent - none on file
JUN-01 to JUN-15,June 2026 content calendar (15 posts),"Static/Reel/Carousel",Seasonal (monsoon),Mixed,See 09_Content_Calendar for full detail,Monsoon-relevant paediatrics/emergency/ortho angles,Mixed - see calendar,English,June 2026 monthly calendar,DRAFT at creation - per SMO report 10/10 posts published in June,Content calendar conversation 3 Jun 2026,3 June 2026,,See 03_CONTENT/09_Content_Calendar/June_2026_Content_Calendar.md for the full 15-row detail; not duplicated here to avoid redundant maintenance
